LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1032497.349817,1032497.349820,1760462427.162662,109469.000,15061,1,HR,1,100,101.15
1032498.399833,1032498.399836,1760462428.212680,110519.000,15237,1,HR,1,100,91.49
1032498.953841,1032498.953844,1760462428.766689,111073.000,15320,1,HR,1,100,95.41
1032499.439848,1032499.439851,1760462429.252697,111559.000,15400,1,HR,1,100,101.98
1032499.946856,1032499.946858,1760462429.759706,112066.000,15485,1,HR,1,100,105.99
1032500.472863,1032500.472866,1760462430.285715,112592.000,15565,1,HR,1,100,107.59
1032501.019871,1032501.019874,1760462430.832724,113139.000,15655,1,HR,1,100,108.37
1032501.602880,1032501.602882,1760462431.415734,113722.000,15750,1,HR,1,100,107.28
1032502.186889,1032502.186891,1760462431.999744,114306.000,15848,1,HR,1,100,106.83
1032502.815898,1032502.815900,1760462432.628755,114935.000,15944,1,HR,1,100,104.25
1032503.362906,1032503.362908,1760462433.175764,115482.000,16027,1,HR,1,100,105.78
1032504.062916,1032504.062918,1760462433.875776,116182.000,16141,1,HR,1,100,101.60
1032504.665925,1032504.665927,1760462434.478787,116785.000,16238,1,HR,1,100,101.24
1032505.275934,1032505.275936,1760462435.088797,117395.000,16339,1,HR,1,100,100.60
1032505.772941,1032505.772943,1760462435.585805,117892.000,16418,1,HR,1,100,105.46
1032506.235948,1032506.235950,1760462436.048813,118355.000,16493,1,HR,1,100,111.01
1032506.768956,1032506.768958,1760462436.581822,118888.000,16589,1,HR,1,100,111.50
1032507.325964,1032507.325966,1760462437.138832,119445.000,16671,1,HR,1,100,110.96
1032508.275978,1032508.275980,1760462438.088848,120395.000,16814,1,HR,1,100,100.49
1032508.825986,1032508.825988,1760462438.638858,120945.000,16909,1,HR,1,100,102.40
1032509.468996,1032509.468998,1760462439.281869,121588.000,17005,1,HR,1,100,100.48
1032510.072004,1032510.072006,1760462439.884879,122191.000,17103,1,HR,1,100,100.75
1032510.622013,1032510.622014,1760462440.434888,122741.000,17198,1,HR,1,100,102.60
1032511.212021,1032511.212023,1760462441.024898,123331.000,17277,1,HR,1,100,102.79
1032511.849031,1032511.849032,1760462441.661909,123968.000,17390,1,HR,1,100,101.11
1032512.459040,1032512.459041,1760462442.271920,124578.000,17486,1,HR,1,100,100.50
1032513.035048,1032513.035050,1760462442.847929,125154.000,17566,1,HR,1,100,101.56
1032513.502055,1032513.502057,1760462443.314937,125621.000,17645,1,HR,1,100,107.98
1032514.049063,1032514.049065,1760462443.861947,126168.000,17727,1,HR,1,100,108.22
1032514.582071,1032514.582072,1760462444.394956,126701.000,17825,1,HR,1,100,109.82
1032515.138079,1032515.138080,1760462444.950965,127257.000,17907,1,HR,1,100,109.22
1032515.692087,1032515.692089,1760462445.504975,127811.000,18002,1,HR,1,100,109.64
1032516.228095,1032516.228096,1760462446.040984,128347.000,18081,1,HR,1,100,109.97
1032516.828104,1032516.828105,1760462446.640994,128947.000,18176,1,HR,1,100,108.13
1032518.118123,1032518.118124,1760462447.931016,130237.000,18355,1,HR,1,100,94.52
1032518.438127,1032518.438129,1760462448.251022,130557.000,18419,1,HR,1,100,115.18
1032519.188138,1032519.188140,1760462449.001034,131307.000,18533,1,HR,1,100,107.60
1032519.801147,1032519.801149,1760462449.614045,131920.000,18629,1,HR,1,100,105.55
1032520.338155,1032520.338157,1760462450.151054,132457.000,18714,1,HR,1,100,107.25
1032520.838163,1032520.838164,1760462450.651063,132957.000,18795,1,HR,1,100,110.08
1032521.334170,1032521.334171,1760462451.147071,133453.000,18877,1,HR,1,100,112.83
1032521.881178,1032521.881179,1760462451.694081,134000.000,18957,1,HR,1,100,112.45
1032522.418186,1032522.418187,1760462452.231090,134537.000,19039,1,HR,1,100,112.62
1032522.924193,1032522.924194,1760462452.737098,135043.000,19123,1,HR,1,100,113.74
1032523.551203,1032523.551204,1760462453.364109,135670.000,19221,1,HR,1,100,109.97
1032524.121211,1032524.121212,1760462453.934119,136240.000,19319,1,HR,1,100,109.34
1032524.714220,1032524.714221,1760462454.527129,136833.000,19417,1,HR,1,100,107.64
1032525.274228,1032525.274229,1760462455.087138,137393.000,19502,1,HR,1,100,107.53
1032525.874237,1032525.874238,1760462455.687149,137993.000,19596,1,HR,1,100,106.23
1032526.497246,1032526.497247,1760462456.310159,138616.000,19695,1,HR,1,100,104.13
1032527.014253,1032527.014254,1760462456.827168,139133.000,19777,1,HR,1,100,107.13
1032527.567262,1032527.567262,1760462457.380178,139686.000,19857,1,HR,1,100,107.57
1032528.124270,1032528.124270,1760462457.937187,140243.000,19963,1,HR,1,100,107.91
1032528.610277,1032528.610278,1760462458.423195,140729.000,20044,1,HR,1,100,111.71
1032529.157285,1032529.157286,1760462458.970205,141276.000,20126,1,HR,1,100,111.12
1032529.727293,1032529.727294,1760462459.540215,141846.000,20221,1,HR,1,100,110.24
1032530.263301,1032530.263302,1760462460.076224,142382.000,20307,1,HR,1,100,110.90
1032530.833310,1032530.833310,1760462460.646233,142952.000,20386,1,HR,1,100,109.65
1032531.383318,1032531.383318,1760462461.196243,143502.000,20485,1,HR,1,100,109.97
1032531.943326,1032531.943326,1760462461.756252,144062.000,20565,1,HR,1,100,109.34
1032532.557335,1032532.557335,1760462462.370263,144676.000,20665,1,HR,1,100,106.90
1032533.183344,1032533.183344,1760462462.996274,145302.000,20783,1,HR,1,100,104.65
1032533.720352,1032533.720352,1760462463.533283,145839.000,20864,1,HR,1,100,106.55
1032534.246360,1032534.246360,1760462464.059292,146365.000,20946,1,HR,1,100,108.52
1032534.840368,1032534.840369,1760462464.653302,146959.000,21042,1,HR,1,100,107.00
1032535.400377,1032535.400377,1760462465.213311,147519.000,21127,1,HR,1,100,107.03
1032535.973385,1032535.973385,1760462465.786321,148092.000,21224,1,HR,1,100,107.06
1032536.476393,1032536.476393,1760462466.289330,148595.000,21305,1,HR,1,100,109.93
1032537.046401,1032537.046401,1760462466.859339,149165.000,21393,1,HR,1,100,108.90
1032537.606409,1032537.606409,1760462467.419349,149725.000,21488,1,HR,1,100,108.94
1032538.193418,1032538.193418,1760462468.006359,150312.000,21589,1,HR,1,100,107.72
1032539.233433,1032539.233433,1760462469.046377,151352.000,21733,1,HR,1,100,96.60
1032539.872442,1032539.872442,1760462469.685388,151991.000,21829,1,HR,1,100,96.30
1032540.486451,1032540.486451,1760462470.299398,152605.000,21926,1,HR,1,100,96.76
1032541.076460,1032541.076460,1760462470.889408,153195.000,22022,1,HR,1,100,98.24
1032541.556467,1032541.556467,1760462471.369416,153675.000,22101,1,HR,1,100,104.19
1032542.166476,1032542.166476,1760462471.979427,154285.000,22196,1,HR,1,100,103.26
1032542.672484,1032542.672483,1760462472.485435,154791.000,22277,1,HR,1,100,106.46
1032543.182491,1032543.182491,1760462472.995444,155301.000,22356,1,HR,1,100,109.47
1032543.602497,1032543.602497,1760462473.415452,155721.000,22420,1,HR,1,100,116.89
1032544.119505,1032544.119504,1760462473.932460,156238.000,22501,1,HR,1,100,117.06
1032544.635512,1032544.635512,1760462474.448469,156754.000,22581,1,HR,1,100,117.19
1032545.169520,1032545.169520,1760462474.982478,157288.000,22677,1,HR,1,100,116.30
1032545.745529,1032545.745528,1760462475.558488,157864.000,22758,1,HR,1,100,113.85
1032546.318537,1032546.318537,1760462476.131498,158437.000,22854,1,HR,1,100,111.94
1032546.968547,1032546.968546,1760462476.781509,159087.000,22949,1,HR,1,100,107.58
1032547.475554,1032547.475554,1760462477.288517,159594.000,23028,1,HR,1,100,110.34
1032548.099563,1032548.099563,1760462477.912528,160218.000,23124,1,HR,1,100,107.32
1032548.652571,1032548.652571,1760462478.465538,160771.000,23219,1,HR,1,100,108.17
1032549.112578,1032549.112578,1760462478.925545,161231.000,23283,1,HR,1,100,113.11
1032549.655586,1032549.655585,1760462479.468555,161774.000,23379,1,HR,1,100,112.67
1032550.031592,1032550.031591,1760462479.844561,162150.000,23430,1,HR,1,100,123.67
1032550.538599,1032550.538598,1760462480.351570,162657.000,23509,1,HR,1,100,122.33
1032551.071607,1032551.071606,1760462480.884579,163190.000,23604,1,HR,1,100,120.79
1032553.128637,1032553.128636,1760462482.941614,165247.000,23920,1,HR,1,100,100.48
1032553.854648,1032553.854647,1760462483.667626,165973.000,24031,1,HR,1,100,96.67
1032554.438656,1032554.438655,1760462484.251637,166557.000,24127,1,HR,1,100,98.18
1032554.984665,1032554.984663,1760462484.797646,167103.000,24208,1,HR,1,100,101.05
1032555.584673,1032555.584672,1760462485.397656,167703.000,24303,1,HR,1,100,100.82
1032556.148682,1032556.148680,1760462485.961666,168267.000,24398,1,HR,1,100,102.22
1032556.674689,1032556.674688,1760462486.487675,168793.000,24479,1,HR,1,100,105.15
1032557.231698,1032557.231696,1760462487.044684,169350.000,24558,1,HR,1,100,106.02
1032557.727705,1032557.727704,1760462487.540693,169846.000,24639,1,HR,1,100,109.67
1032558.174711,1032558.174710,1760462487.987700,170293.000,24718,1,HR,1,100,114.93
1032558.731720,1032558.731718,1760462488.544710,170850.000,24798,1,HR,1,100,113.63
1032559.237727,1032559.237726,1760462489.050718,171356.000,24879,1,HR,1,100,115.05
1032559.781735,1032559.781734,1760462489.594728,171900.000,24975,1,HR,1,100,114.17
1032560.367744,1032560.367742,1760462490.180738,172486.000,25058,1,HR,1,100,111.79
1032560.930752,1032560.930750,1760462490.743747,173049.000,25153,1,HR,1,100,110.76
1032561.550761,1032561.550760,1760462491.363758,173669.000,25248,1,HR,1,100,108.00
1032562.184770,1032562.184769,1760462491.997769,174303.000,25343,1,HR,1,100,105.17
1032562.757779,1032562.757777,1760462492.570779,174876.000,25439,1,HR,1,100,105.19
1032563.370788,1032563.370786,1760462493.183789,175489.000,25535,1,HR,1,100,103.67
1032563.887795,1032563.887794,1760462493.700798,176006.000,25613,1,HR,1,100,106.78
1032564.413803,1032564.413801,1760462494.226807,176532.000,25694,1,HR,1,100,108.69
1032564.963811,1032564.963809,1760462494.776816,177082.000,25792,1,HR,1,100,108.78
1032565.480819,1032565.480817,1760462495.293825,177599.000,25870,1,HR,1,100,110.75
1032566.017827,1032566.017825,1760462495.830834,178136.000,25951,1,HR,1,100,111.30
1032566.523834,1032566.523832,1760462496.336843,178642.000,26032,1,HR,1,100,113.23
1032567.087842,1032567.087841,1760462496.900852,179206.000,26128,1,HR,1,100,111.88
1032567.643851,1032567.643849,1760462497.456862,179762.000,26208,1,HR,1,100,111.26
1032568.266860,1032568.266858,1760462498.079873,180385.000,26303,1,HR,1,100,108.04
1032568.896869,1032568.896867,1760462498.709883,181015.000,26399,1,HR,1,100,105.19
1032569.470877,1032569.470875,1760462499.283893,181589.000,26494,1,HR,1,100,105.63
1032570.156887,1032570.156885,1760462499.969905,182275.000,26606,1,HR,1,100,101.48
1032570.796897,1032570.796895,1760462500.609916,182915.000,26702,1,HR,1,100,100.09
1032571.400906,1032571.400904,1760462501.213926,183519.000,26800,1,HR,1,100,100.07
1032571.943914,1032571.943912,1760462501.756935,184062.000,26895,1,HR,1,100,102.52
1032572.403921,1032572.403918,1760462502.216943,184522.000,26959,1,HR,1,100,109.37
1032572.966929,1032572.966927,1760462502.779953,185085.000,27055,1,HR,1,100,108.88
1032573.482936,1032573.482934,1760462503.295962,185601.000,27135,1,HR,1,100,110.83
1032574.019944,1032574.019942,1760462503.832971,186138.000,27214,1,HR,1,100,111.35
1032574.546952,1032574.546950,1760462504.359980,186665.000,27294,1,HR,1,100,111.77
1032575.052959,1032575.052957,1760462504.865988,187171.000,27376,1,HR,1,100,113.60
1032575.642968,1032575.642966,1760462505.455998,187761.000,27471,1,HR,1,100,111.34
1032576.205976,1032576.205974,1760462506.019008,188324.000,27566,1,HR,1,100,110.41
1032576.772985,1032576.772982,1760462506.586018,188891.000,27647,1,HR,1,100,109.68
1032577.415994,1032577.415992,1760462507.229029,189534.000,27742,1,HR,1,100,106.14
1032577.967002,1032577.967000,1760462507.780038,190085.000,27838,1,HR,1,100,106.80
1032578.570011,1032578.570009,1760462508.383049,190688.000,27935,1,HR,1,100,105.29
1032579.160020,1032579.160017,1760462508.973058,191278.000,28030,1,HR,1,100,104.88
1032579.753029,1032579.753026,1760462509.566069,191871.000,28126,1,HR,1,100,104.17
1032580.259036,1032580.259033,1760462510.072077,192377.000,28207,1,HR,1,100,107.69
1032580.663042,1032580.663039,1760462510.476084,192781.000,28260,1,HR,1,100,117.09
1032581.256051,1032581.256048,1760462511.069094,193374.000,28356,1,HR,1,100,113.67
1032581.783058,1032581.783056,1760462511.596103,193901.000,28438,1,HR,1,100,114.05
1032582.326066,1032582.326063,1760462512.139113,194444.000,28537,1,HR,1,100,113.40
1032582.796073,1032582.796070,1760462512.609121,194914.000,28601,1,HR,1,100,116.57
1032583.336081,1032583.336078,1760462513.149130,195454.000,28682,1,HR,1,100,115.82
1032583.926090,1032583.926087,1760462513.739140,196044.000,28778,1,HR,1,100,112.68
1032584.539099,1032584.539096,1760462514.352150,196657.000,28877,1,HR,1,100,109.86
1032585.046106,1032585.046103,1760462514.859159,197164.000,28960,1,HR,1,100,111.59
1032586.179123,1032586.179120,1760462515.992178,198297.000,29141,1,HR,1,100,98.70
1032586.825132,1032586.825129,1760462516.638189,198943.000,29255,1,HR,1,100,97.60
1032587.279139,1032587.279136,1760462517.092197,199397.000,29323,1,HR,1,100,105.54
1032587.689145,1032587.689142,1760462517.502204,199807.000,29387,1,HR,1,100,114.61
1032589.939178,1032589.939175,1760462519.752243,202057.000,29738,1,HR,1,100,95.12
1032590.508187,1032590.508183,1760462520.321252,202626.000,29837,1,HR,1,100,97.79
1032591.258198,1032591.258194,1760462521.071265,203376.000,29953,1,HR,1,100,93.84
