LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1032582.915199,1032582.915196,1760462512.728247,193714.000,28349,1,SF,1,100,47.6896
1032583.182219,1032583.182216,1760462512.995267,193981.000,28395,1,SF,1,100,47.1379
1032583.515244,1032583.515241,1760462513.328293,194314.000,28447,1,SF,1,100,46.5926
1032583.848269,1032583.848266,1760462513.661319,194647.000,28495,1,SF,1,100,48.1359
1032584.248299,1032584.248296,1760462514.061350,195047.000,28559,1,SF,1,100,47.5790
1032584.515319,1032584.515316,1760462514.328370,195314.000,28608,1,SF,1,100,47.0286
1032584.848344,1032584.848341,1760462514.661396,195647.000,28654,1,SF,1,100,46.4846
1032585.248374,1032585.248371,1760462515.061427,196047.000,28718,1,SF,1,100,45.9469
1032585.515394,1032585.515391,1760462515.328448,196314.000,28770,1,SF,1,100,47.4976
1032585.848418,1032585.848416,1760462515.661473,196647.000,28818,1,SF,1,100,49.0304
1032586.181443,1032586.181441,1760462515.994499,196980.000,28867,1,SF,1,100,48.4632
1032586.581473,1032586.581470,1760462516.394530,197380.000,28931,1,SF,1,100,49.9848
1032586.848493,1032586.848490,1760462516.661551,197647.000,28980,1,SF,1,100,49.4066
1032587.181518,1032587.181515,1760462516.994576,197980.000,29027,1,SF,1,100,48.8351
1032587.581548,1032587.581545,1760462517.394607,198380.000,29091,1,SF,1,100,48.2701
1032587.914573,1032587.914570,1760462517.727633,198713.000,29141,1,SF,1,100,49.7940
1032588.181593,1032588.181590,1760462517.994653,198980.000,29191,1,SF,1,100,51.3002
1032588.514618,1032588.514615,1760462518.327679,199313.000,29241,1,SF,1,100,50.7068
1032588.914648,1032588.914645,1760462518.727710,199713.000,29303,1,SF,1,100,50.1202
1032589.181668,1032589.181665,1760462518.994731,199980.000,29354,1,SF,1,100,51.6227
1032589.514693,1032589.514690,1760462519.327756,200313.000,29404,1,SF,1,100,53.1078
1032589.914722,1032589.914720,1760462519.727787,200713.000,29467,1,SF,1,100,52.4934
1032590.248747,1032590.248745,1760462520.061813,201047.000,29516,1,SF,1,100,51.8862
1032590.514767,1032590.514765,1760462520.327834,201313.000,29566,1,SF,1,100,53.3682
1032590.847792,1032590.847789,1760462520.660859,201646.000,29613,1,SF,1,100,52.7508
1032591.247822,1032591.247819,1760462521.060890,202046.000,29677,1,SF,1,100,52.1406
1032591.514842,1032591.514839,1760462521.327911,202313.000,29726,1,SF,1,100,53.6197
1032591.847867,1032591.847864,1760462521.660937,202646.000,29777,1,SF,1,100,55.0817
1032592.247897,1032592.247894,1760462522.060967,203046.000,29841,1,SF,1,100,54.4445
1032592.647927,1032592.647924,1760462522.460998,203446.000,29889,1,SF,1,100,53.8146
1032592.847942,1032592.847939,1760462522.661014,203646.000,29923,1,SF,1,100,53.1921
1032593.181967,1032593.181964,1760462522.995040,203980.000,29969,1,SF,1,100,52.5768
1032593.581997,1032593.581994,1760462523.395071,204380.000,30038,1,SF,1,100,51.9686
1032593.848017,1032593.848014,1760462523.661091,204646.000,30085,1,SF,1,100,51.3674
