LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1201957.660785,1201957.660785,1760631887.384316,83537.444,11065,9,PI,1,100,182229
1201957.671229,1201957.671229,1760631887.394761,83547.889,11065,9,PI,1,100,182194
1201957.681673,1201957.681674,1760631887.405205,83558.333,11065,9,PI,1,100,182219
1201957.692118,1201957.692118,1760631887.415650,83568.778,11065,9,PI,1,100,182216
1201957.702562,1201957.702562,1760631887.426094,83579.222,11065,9,PI,1,100,182255
1201957.713006,1201957.713007,1760631887.436538,83589.667,11065,9,PI,1,100,182226
1201957.723451,1201957.723451,1760631887.446983,83600.111,11065,9,PI,1,100,182225
1201957.733895,1201957.733896,1760631887.457427,83610.556,11065,9,PI,1,100,182187
1201957.744340,1201957.744340,1760631887.467872,83621.000,11065,9,PI,1,100,182215
1201957.753976,1201957.753976,1760631887.477508,83630.636,11082,11,PI,1,100,182143
1201957.763612,1201957.763613,1760631887.487144,83640.273,11082,11,PI,1,100,182197
1201957.773249,1201957.773249,1760631887.496781,83649.909,11082,11,PI,1,100,182193
1201957.782885,1201957.782885,1760631887.506417,83659.545,11082,11,PI,1,100,182197
1201957.792521,1201957.792522,1760631887.516053,83669.182,11082,11,PI,1,100,182203
1201957.802158,1201957.802158,1760631887.525690,83678.818,11082,11,PI,1,100,182215
1201957.811794,1201957.811794,1760631887.535326,83688.455,11082,11,PI,1,100,182194
1201957.821430,1201957.821430,1760631887.544962,83698.091,11082,11,PI,1,100,182199
1201957.831066,1201957.831067,1760631887.554599,83707.727,11082,11,PI,1,100,182175
1201957.840703,1201957.840703,1760631887.564235,83717.364,11082,11,PI,1,100,182186
1201957.850339,1201957.850339,1760631887.573871,83727.000,11082,11,PI,1,100,182197
1201957.861039,1201957.861039,1760631887.584571,83737.700,11097,10,PI,1,100,182158
1201957.871739,1201957.871739,1760631887.595271,83748.400,11097,10,PI,1,100,182154
1201957.882439,1201957.882439,1760631887.605971,83759.100,11097,10,PI,1,100,182193
1201957.893139,1201957.893139,1760631887.616671,83769.800,11097,10,PI,1,100,182178
1201957.903839,1201957.903839,1760631887.627371,83780.500,11097,10,PI,1,100,182206
1201957.914539,1201957.914539,1760631887.638071,83791.200,11097,10,PI,1,100,182179
1201957.925239,1201957.925239,1760631887.648771,83801.900,11097,10,PI,1,100,182192
1201957.935939,1201957.935939,1760631887.659471,83812.600,11097,10,PI,1,100,182178
1201957.946639,1201957.946639,1760631887.670171,83823.300,11097,10,PI,1,100,182203
1201957.957339,1201957.957339,1760631887.680871,83834.000,11097,10,PI,1,100,182178
1201957.966638,1201957.966639,1760631887.690171,83843.300,11114,10,PI,1,100,182186
1201957.975938,1201957.975939,1760631887.699471,83852.600,11114,10,PI,1,100,182216
1201957.985238,1201957.985239,1760631887.708771,83861.900,11114,10,PI,1,100,182212
1201957.994538,1201957.994539,1760631887.718071,83871.200,11114,10,PI,1,100,182199
1201958.003838,1201958.003839,1760631887.727371,83880.500,11114,10,PI,1,100,182220
1201958.013138,1201958.013139,1760631887.736670,83889.800,11114,10,PI,1,100,182211
1201958.022438,1201958.022439,1760631887.745970,83899.100,11114,10,PI,1,100,182204
1201958.031738,1201958.031738,1760631887.755270,83908.400,11114,10,PI,1,100,182221
1201958.041038,1201958.041038,1760631887.764570,83917.700,11114,10,PI,1,100,182163
1201958.050338,1201958.050338,1760631887.773870,83927.000,11114,10,PI,1,100,182237
1201958.061038,1201958.061038,1760631887.784570,83937.700,11130,10,PI,1,100,182206
1201958.071738,1201958.071738,1760631887.795270,83948.400,11130,10,PI,1,100,182210
1201958.082438,1201958.082438,1760631887.805970,83959.100,11130,10,PI,1,100,182216
1201958.093138,1201958.093138,1760631887.816670,83969.800,11130,10,PI,1,100,182226
1201958.103838,1201958.103838,1760631887.827370,83980.500,11130,10,PI,1,100,182209
1201958.114538,1201958.114538,1760631887.838070,83991.200,11130,10,PI,1,100,182209
1201958.125238,1201958.125238,1760631887.848770,84001.900,11130,10,PI,1,100,182204
1201958.135938,1201958.135938,1760631887.859470,84012.600,11130,10,PI,1,100,182235
1201958.146638,1201958.146638,1760631887.870170,84023.300,11130,10,PI,1,100,182205
1201958.157337,1201958.157338,1760631887.880870,84034.000,11130,10,PI,1,100,182173
1201958.166637,1201958.166638,1760631887.890170,84043.300,11146,10,PI,1,100,182220
1201958.175937,1201958.175938,1760631887.899470,84052.600,11146,10,PI,1,100,182218
1201958.185237,1201958.185238,1760631887.908770,84061.900,11146,10,PI,1,100,182212
1201958.194537,1201958.194538,1760631887.918070,84071.200,11146,10,PI,1,100,182180
1201958.203837,1201958.203838,1760631887.927370,84080.500,11146,10,PI,1,100,182193
1201958.213137,1201958.213138,1760631887.936670,84089.800,11146,10,PI,1,100,182251
1201958.222437,1201958.222437,1760631887.945970,84099.100,11146,10,PI,1,100,182213
1201958.231737,1201958.231737,1760631887.955270,84108.400,11146,10,PI,1,100,182213
1201958.241037,1201958.241037,1760631887.964570,84117.700,11146,10,PI,1,100,182215
1201958.250337,1201958.250337,1760631887.973870,84127.000,11146,10,PI,1,100,182246
1201958.261037,1201958.261037,1760631887.984570,84137.700,11161,10,PI,1,100,182249
1201958.271737,1201958.271737,1760631887.995270,84148.400,11161,10,PI,1,100,182203
1201958.282437,1201958.282437,1760631888.005970,84159.100,11161,10,PI,1,100,182195
1201958.293137,1201958.293137,1760631888.016670,84169.800,11161,10,PI,1,100,182232
1201958.303837,1201958.303837,1760631888.027369,84180.500,11161,10,PI,1,100,182234
1201958.314537,1201958.314537,1760631888.038069,84191.200,11161,10,PI,1,100,182227
1201958.325237,1201958.325237,1760631888.048769,84201.900,11161,10,PI,1,100,182239
1201958.335937,1201958.335937,1760631888.059469,84212.600,11161,10,PI,1,100,182253
1201958.346637,1201958.346637,1760631888.070169,84223.300,11161,10,PI,1,100,182222
1201958.357336,1201958.357337,1760631888.080869,84234.000,11161,10,PI,1,100,182238
1201958.367064,1201958.367064,1760631888.090596,84243.727,11177,11,PI,1,100,182229
1201958.376791,1201958.376791,1760631888.100324,84253.455,11177,11,PI,1,100,182237
1201958.386518,1201958.386518,1760631888.110051,84263.182,11177,11,PI,1,100,182236
1201958.396245,1201958.396246,1760631888.119778,84272.909,11177,11,PI,1,100,182200
1201958.405973,1201958.405973,1760631888.129505,84282.636,11177,11,PI,1,100,182216
1201958.415700,1201958.415700,1760631888.139233,84292.364,11177,11,PI,1,100,182252
1201958.425427,1201958.425427,1760631888.148960,84302.091,11177,11,PI,1,100,182241
1201958.435154,1201958.435155,1760631888.158687,84311.818,11177,11,PI,1,100,182242
1201958.444881,1201958.444882,1760631888.168414,84321.545,11177,11,PI,1,100,182218
1201958.454609,1201958.454609,1760631888.178142,84331.273,11177,11,PI,1,100,182227
1201958.464336,1201958.464336,1760631888.187869,84341.000,11177,11,PI,1,100,182242
1201958.474669,1201958.474669,1760631888.198202,84351.333,11192,9,PI,1,100,182228
1201958.485002,1201958.485003,1760631888.208535,84361.667,11192,9,PI,1,100,182196
1201958.495336,1201958.495336,1760631888.218869,84372.000,11192,9,PI,1,100,182234
1201958.505669,1201958.505669,1760631888.229202,84382.333,11192,9,PI,1,100,182217
1201958.516002,1201958.516003,1760631888.239535,84392.667,11192,9,PI,1,100,182213
1201958.526336,1201958.526336,1760631888.249869,84403.000,11192,9,PI,1,100,182190
1201958.536669,1201958.536669,1760631888.260202,84413.333,11192,9,PI,1,100,182228
1201958.547002,1201958.547002,1760631888.270535,84423.667,11192,9,PI,1,100,182219
1201958.557335,1201958.557336,1760631888.280869,84434.000,11192,9,PI,1,100,182203
1201958.567063,1201958.567063,1760631888.290596,84443.727,11208,11,PI,1,100,182202
1201958.576790,1201958.576790,1760631888.300323,84453.455,11208,11,PI,1,100,182181
1201958.586517,1201958.586517,1760631888.310050,84463.182,11208,11,PI,1,100,182231
1201958.596244,1201958.596245,1760631888.319777,84472.909,11208,11,PI,1,100,182213
1201958.605972,1201958.605972,1760631888.329505,84482.636,11208,11,PI,1,100,182171
1201958.615699,1201958.615699,1760631888.339232,84492.364,11208,11,PI,1,100,182202
1201958.625426,1201958.625426,1760631888.348959,84502.091,11208,11,PI,1,100,182199
1201958.635153,1201958.635154,1760631888.358686,84511.818,11208,11,PI,1,100,182197
1201958.644880,1201958.644881,1760631888.368414,84521.545,11208,11,PI,1,100,182205
1201958.654608,1201958.654608,1760631888.378141,84531.273,11208,11,PI,1,100,182228
1201958.664335,1201958.664335,1760631888.387868,84541.000,11208,11,PI,1,100,182228
1201958.674935,1201958.674935,1760631888.398468,84551.600,11223,10,PI,1,100,182207
1201958.685535,1201958.685535,1760631888.409068,84562.200,11223,10,PI,1,100,182182
1201958.696135,1201958.696135,1760631888.419668,84572.800,11223,10,PI,1,100,182199
1201958.706735,1201958.706735,1760631888.430268,84583.400,11223,10,PI,1,100,182233
1201958.717335,1201958.717335,1760631888.440868,84594.000,11223,10,PI,1,100,182188
1201958.727935,1201958.727935,1760631888.451468,84604.600,11223,10,PI,1,100,182215
1201958.738534,1201958.738535,1760631888.462068,84615.200,11223,10,PI,1,100,182206
1201958.749134,1201958.749135,1760631888.472668,84625.800,11223,10,PI,1,100,182223
1201958.759734,1201958.759735,1760631888.483268,84636.400,11223,10,PI,1,100,182198
1201958.770334,1201958.770335,1760631888.493868,84647.000,11223,10,PI,1,100,182228
1201958.780779,1201958.780779,1760631888.504312,84657.444,11246,9,PI,1,100,182242
1201958.791223,1201958.791223,1760631888.514756,84667.889,11246,9,PI,1,100,182226
1201958.801667,1201958.801668,1760631888.525201,84678.333,11246,9,PI,1,100,182190
1201958.812112,1201958.812112,1760631888.535645,84688.778,11246,9,PI,1,100,182208
1201958.822556,1201958.822557,1760631888.546090,84699.222,11246,9,PI,1,100,182181
1201958.833001,1201958.833001,1760631888.556534,84709.667,11246,9,PI,1,100,182195
1201958.843445,1201958.843445,1760631888.566978,84720.111,11246,9,PI,1,100,182205
1201958.853889,1201958.853890,1760631888.577423,84730.556,11246,9,PI,1,100,182217
1201958.864334,1201958.864334,1760631888.587867,84741.000,11246,9,PI,1,100,182221
1201958.873970,1201958.873970,1760631888.597504,84750.636,11261,11,PI,1,100,182182
1201958.883606,1201958.883607,1760631888.607140,84760.273,11261,11,PI,1,100,182225
1201958.893243,1201958.893243,1760631888.616776,84769.909,11261,11,PI,1,100,182212
1201958.902879,1201958.902879,1760631888.626413,84779.545,11261,11,PI,1,100,182214
1201958.912515,1201958.912516,1760631888.636049,84789.182,11261,11,PI,1,100,182216
1201958.922152,1201958.922152,1760631888.645685,84798.818,11261,11,PI,1,100,182202
1201958.931788,1201958.931788,1760631888.655322,84808.455,11261,11,PI,1,100,182207
1201958.941424,1201958.941425,1760631888.664958,84818.091,11261,11,PI,1,100,182210
1201958.951061,1201958.951061,1760631888.674594,84827.727,11261,11,PI,1,100,182239
1201958.960697,1201958.960697,1760631888.684231,84837.364,11261,11,PI,1,100,182239
1201958.970333,1201958.970334,1760631888.693867,84847.000,11261,11,PI,1,100,182220
1201958.980778,1201958.980778,1760631888.704311,84857.444,11277,9,PI,1,100,182217
1201958.991222,1201958.991222,1760631888.714756,84867.889,11277,9,PI,1,100,182235
1201959.001666,1201959.001667,1760631888.725200,84878.333,11277,9,PI,1,100,182242
1201959.012111,1201959.012111,1760631888.735645,84888.778,11277,9,PI,1,100,182232
1201959.022555,1201959.022556,1760631888.746089,84899.222,11277,9,PI,1,100,182257
1201959.033000,1201959.033000,1760631888.756533,84909.667,11277,9,PI,1,100,182180
1201959.043444,1201959.043444,1760631888.766978,84920.111,11277,9,PI,1,100,182252
1201959.053888,1201959.053889,1760631888.777422,84930.556,11277,9,PI,1,100,182239
1201959.064333,1201959.064333,1760631888.787867,84941.000,11277,9,PI,1,100,182225
1201959.073969,1201959.073969,1760631888.797503,84950.636,11293,11,PI,1,100,182211
1201959.083605,1201959.083606,1760631888.807139,84960.273,11293,11,PI,1,100,182243
1201959.093242,1201959.093242,1760631888.816776,84969.909,11293,11,PI,1,100,182228
1201959.102878,1201959.102878,1760631888.826412,84979.545,11293,11,PI,1,100,182235
1201959.112514,1201959.112515,1760631888.836048,84989.182,11293,11,PI,1,100,182227
1201959.122151,1201959.122151,1760631888.845685,84998.818,11293,11,PI,1,100,182210
1201959.131787,1201959.131787,1760631888.855321,85008.455,11293,11,PI,1,100,182214
1201959.141423,1201959.141424,1760631888.864957,85018.091,11293,11,PI,1,100,182238
1201959.151060,1201959.151060,1760631888.874593,85027.727,11293,11,PI,1,100,182235
1201959.160696,1201959.160696,1760631888.884230,85037.364,11293,11,PI,1,100,182237
1201959.170332,1201959.170333,1760631888.893866,85047.000,11293,11,PI,1,100,182215
1201959.181032,1201959.181032,1760631888.904566,85057.700,11309,10,PI,1,100,182219
1201959.191732,1201959.191732,1760631888.915266,85068.400,11309,10,PI,1,100,182203
1201959.202432,1201959.202432,1760631888.925966,85079.100,11309,10,PI,1,100,182221
1201959.213132,1201959.213132,1760631888.936666,85089.800,11309,10,PI,1,100,182207
1201959.223832,1201959.223832,1760631888.947366,85100.500,11309,10,PI,1,100,182204
1201959.234532,1201959.234532,1760631888.958066,85111.200,11309,10,PI,1,100,182199
1201959.245232,1201959.245232,1760631888.968766,85121.900,11309,10,PI,1,100,182239
1201959.255932,1201959.255932,1760631888.979466,85132.600,11309,10,PI,1,100,182182
1201959.266632,1201959.266632,1760631888.990166,85143.300,11309,10,PI,1,100,182205
1201959.277332,1201959.277332,1760631889.000866,85154.000,11309,10,PI,1,100,182214
1201959.286732,1201959.286732,1760631889.010266,85163.400,11323,10,PI,1,100,182186
1201959.296132,1201959.296132,1760631889.019666,85172.800,11323,10,PI,1,100,182225
1201959.305532,1201959.305532,1760631889.029066,85182.200,11323,10,PI,1,100,182221
1201959.314931,1201959.314932,1760631889.038465,85191.600,11323,10,PI,1,100,182217
1201959.324331,1201959.324332,1760631889.047866,85201.000,11323,10,PI,1,100,182228
1201959.333731,1201959.333732,1760631889.057266,85210.400,11323,10,PI,1,100,182197
1201959.343131,1201959.343132,1760631889.066665,85219.800,11323,10,PI,1,100,182202
1201959.352531,1201959.352532,1760631889.076066,85229.200,11323,10,PI,1,100,182208
1201959.361931,1201959.361932,1760631889.085465,85238.600,11323,10,PI,1,100,182225
1201959.371331,1201959.371332,1760631889.094865,85248.000,11323,10,PI,1,100,182225
1201959.381931,1201959.381931,1760631889.105465,85258.600,11340,10,PI,1,100,182220
1201959.392531,1201959.392531,1760631889.116065,85269.200,11340,10,PI,1,100,182207
1201959.403131,1201959.403131,1760631889.126665,85279.800,11340,10,PI,1,100,182245
1201959.413731,1201959.413731,1760631889.137265,85290.400,11340,10,PI,1,100,182212
1201959.424331,1201959.424331,1760631889.147865,85301.000,11340,10,PI,1,100,182209
1201959.434931,1201959.434931,1760631889.158465,85311.600,11340,10,PI,1,100,182195
1201959.445531,1201959.445531,1760631889.169065,85322.200,11340,10,PI,1,100,182197
1201959.456131,1201959.456131,1760631889.179665,85332.800,11340,10,PI,1,100,182237
1201959.466731,1201959.466731,1760631889.190265,85343.400,11340,10,PI,1,100,182199
1201959.477331,1201959.477331,1760631889.200865,85354.000,11340,10,PI,1,100,182189
1201959.487058,1201959.487058,1760631889.210592,85363.727,11355,11,PI,1,100,182203
1201959.496785,1201959.496785,1760631889.220320,85373.455,11355,11,PI,1,100,182230
1201959.506512,1201959.506513,1760631889.230047,85383.182,11355,11,PI,1,100,182216
1201959.516240,1201959.516240,1760631889.239774,85392.909,11355,11,PI,1,100,182171
1201959.525967,1201959.525967,1760631889.249501,85402.636,11355,11,PI,1,100,182230
1201959.535694,1201959.535694,1760631889.259228,85412.364,11355,11,PI,1,100,182223
1201959.545421,1201959.545422,1760631889.268956,85422.091,11355,11,PI,1,100,182190
1201959.555148,1201959.555149,1760631889.278683,85431.818,11355,11,PI,1,100,182212
1201959.564876,1201959.564876,1760631889.288410,85441.545,11355,11,PI,1,100,182223
1201959.574603,1201959.574603,1760631889.298137,85451.273,11355,11,PI,1,100,182210
1201959.584330,1201959.584330,1760631889.307865,85461.000,11355,11,PI,1,100,182195
1201959.594663,1201959.594664,1760631889.318198,85471.333,11371,9,PI,1,100,182188
1201959.604997,1201959.604997,1760631889.328531,85481.667,11371,9,PI,1,100,182185
1201959.615330,1201959.615330,1760631889.338865,85492.000,11371,9,PI,1,100,182235
1201959.625663,1201959.625664,1760631889.349198,85502.333,11371,9,PI,1,100,182204
1201959.635996,1201959.635997,1760631889.359531,85512.667,11371,9,PI,1,100,182231
1201959.646330,1201959.646330,1760631889.369864,85523.000,11371,9,PI,1,100,182229
1201959.656663,1201959.656663,1760631889.380198,85533.333,11371,9,PI,1,100,182199
1201959.666996,1201959.666997,1760631889.390531,85543.667,11371,9,PI,1,100,182199
1201959.677330,1201959.677330,1760631889.400864,85554.000,11371,9,PI,1,100,182224
1201959.687057,1201959.687057,1760631889.410591,85563.727,11386,11,PI,1,100,182200
1201959.696784,1201959.696784,1760631889.420319,85573.455,11386,11,PI,1,100,182208
1201959.706511,1201959.706512,1760631889.430046,85583.182,11386,11,PI,1,100,182186
1201959.716238,1201959.716239,1760631889.439773,85592.909,11386,11,PI,1,100,182228
1201959.725966,1201959.725966,1760631889.449500,85602.636,11386,11,PI,1,100,182205
1201959.735693,1201959.735693,1760631889.459228,85612.364,11386,11,PI,1,100,182228
1201959.745420,1201959.745420,1760631889.468955,85622.091,11386,11,PI,1,100,182191
1201959.755147,1201959.755148,1760631889.478682,85631.818,11386,11,PI,1,100,182230
1201959.764875,1201959.764875,1760631889.488409,85641.545,11386,11,PI,1,100,182203
1201959.774602,1201959.774602,1760631889.498137,85651.273,11386,11,PI,1,100,182248
1201959.784329,1201959.784329,1760631889.507864,85661.000,11386,11,PI,1,100,182205
1201959.794662,1201959.794663,1760631889.518197,85671.333,11402,9,PI,1,100,182236
1201959.804996,1201959.804996,1760631889.528530,85681.667,11402,9,PI,1,100,182189
1201959.815329,1201959.815329,1760631889.538864,85692.000,11402,9,PI,1,100,182249
1201959.825662,1201959.825662,1760631889.549197,85702.333,11402,9,PI,1,100,182238
1201959.835995,1201959.835996,1760631889.559530,85712.667,11402,9,PI,1,100,182248
1201959.846329,1201959.846329,1760631889.569864,85723.000,11402,9,PI,1,100,182214
1201959.856662,1201959.856662,1760631889.580197,85733.333,11402,9,PI,1,100,182217
1201959.866995,1201959.866996,1760631889.590530,85743.667,11402,9,PI,1,100,182203
1201959.877329,1201959.877329,1760631889.600863,85754.000,11402,9,PI,1,100,182210
1201959.888028,1201959.888029,1760631889.611563,85764.700,11419,10,PI,1,100,182176
1201959.898728,1201959.898729,1760631889.622263,85775.400,11419,10,PI,1,100,182202
1201959.909428,1201959.909429,1760631889.632963,85786.100,11419,10,PI,1,100,182203
1201959.920128,1201959.920129,1760631889.643663,85796.800,11419,10,PI,1,100,182199
1201959.930828,1201959.930829,1760631889.654363,85807.500,11419,10,PI,1,100,182189
1201959.941528,1201959.941529,1760631889.665063,85818.200,11419,10,PI,1,100,182225
1201959.952228,1201959.952228,1760631889.675763,85828.900,11419,10,PI,1,100,182190
1201959.962928,1201959.962928,1760631889.686463,85839.600,11419,10,PI,1,100,182181
1201959.973628,1201959.973628,1760631889.697163,85850.300,11419,10,PI,1,100,182207
1201959.984328,1201959.984328,1760631889.707863,85861.000,11419,10,PI,1,100,182175
1201959.993964,1201959.993965,1760631889.717499,85870.636,11435,11,PI,1,100,182200
1201960.003601,1201960.003601,1760631889.727136,85880.273,11435,11,PI,1,100,182131
1201960.013237,1201960.013237,1760631889.736772,85889.909,11435,11,PI,1,100,182191
1201960.022873,1201960.022874,1760631889.746408,85899.545,11435,11,PI,1,100,182211
1201960.032510,1201960.032510,1760631889.756045,85909.182,11435,11,PI,1,100,182206
1201960.042146,1201960.042146,1760631889.765681,85918.818,11435,11,PI,1,100,182184
1201960.051782,1201960.051783,1760631889.775317,85928.455,11435,11,PI,1,100,182207
1201960.061418,1201960.061419,1760631889.784954,85938.091,11435,11,PI,1,100,182181
1201960.071055,1201960.071055,1760631889.794590,85947.727,11435,11,PI,1,100,182205
1201960.080691,1201960.080691,1760631889.804226,85957.364,11435,11,PI,1,100,182213
1201960.090327,1201960.090328,1760631889.813863,85967.000,11435,11,PI,1,100,182209
1201960.100661,1201960.100661,1760631889.824196,85977.333,11450,9,PI,1,100,182178
1201960.110994,1201960.110994,1760631889.834529,85987.667,11450,9,PI,1,100,182199
1201960.121327,1201960.121328,1760631889.844862,85998.000,11450,9,PI,1,100,182172
1201960.131661,1201960.131661,1760631889.855196,86008.333,11450,9,PI,1,100,182186
1201960.141994,1201960.141994,1760631889.865529,86018.667,11450,9,PI,1,100,182165
1201960.152327,1201960.152327,1760631889.875862,86029.000,11450,9,PI,1,100,182205
1201960.162660,1201960.162661,1760631889.886196,86039.333,11450,9,PI,1,100,182164
1201960.172994,1201960.172994,1760631889.896529,86049.667,11450,9,PI,1,100,182175
1201960.183327,1201960.183327,1760631889.906862,86060.000,11450,9,PI,1,100,182206
1201960.193054,1201960.193055,1760631889.916589,86069.727,11466,11,PI,1,100,182226
1201960.202781,1201960.202782,1760631889.926317,86079.455,11466,11,PI,1,100,182169
1201960.212509,1201960.212509,1760631889.936044,86089.182,11466,11,PI,1,100,182183
1201960.222236,1201960.222236,1760631889.945771,86098.909,11466,11,PI,1,100,182190
1201960.231963,1201960.231963,1760631889.955498,86108.636,11466,11,PI,1,100,182214
1201960.241690,1201960.241691,1760631889.965226,86118.364,11466,11,PI,1,100,182177
1201960.251418,1201960.251418,1760631889.974953,86128.091,11466,11,PI,1,100,182194
1201960.261145,1201960.261145,1760631889.984680,86137.818,11466,11,PI,1,100,182174
1201960.270872,1201960.270872,1760631889.994407,86147.545,11466,11,PI,1,100,182209
1201960.280599,1201960.280600,1760631890.004135,86157.273,11466,11,PI,1,100,182158
1201960.290326,1201960.290327,1760631890.013862,86167.000,11466,11,PI,1,100,182185
1201960.300660,1201960.300660,1760631890.024195,86177.333,11481,9,PI,1,100,182183
1201960.310993,1201960.310993,1760631890.034528,86187.667,11481,9,PI,1,100,182182
1201960.321326,1201960.321327,1760631890.044862,86198.000,11481,9,PI,1,100,182185
1201960.331660,1201960.331660,1760631890.055195,86208.333,11481,9,PI,1,100,182188
1201960.341993,1201960.341993,1760631890.065528,86218.667,11481,9,PI,1,100,182193
1201960.352326,1201960.352326,1760631890.075862,86229.000,11481,9,PI,1,100,182209
1201960.362659,1201960.362660,1760631890.086195,86239.333,11481,9,PI,1,100,182195
1201960.372993,1201960.372993,1760631890.096528,86249.667,11481,9,PI,1,100,182167
1201960.383326,1201960.383326,1760631890.106862,86260.000,11481,9,PI,1,100,182207
1201960.393053,1201960.393053,1760631890.116589,86269.727,11498,11,PI,1,100,182225
1201960.402780,1201960.402781,1760631890.126316,86279.455,11498,11,PI,1,100,182206
1201960.412508,1201960.412508,1760631890.136043,86289.182,11498,11,PI,1,100,182171
1201960.422235,1201960.422235,1760631890.145771,86298.909,11498,11,PI,1,100,182203
1201960.431962,1201960.431962,1760631890.155498,86308.636,11498,11,PI,1,100,182230
1201960.441689,1201960.441690,1760631890.165225,86318.364,11498,11,PI,1,100,182173
1201960.451416,1201960.451417,1760631890.174952,86328.091,11498,11,PI,1,100,182221
1201960.461144,1201960.461144,1760631890.184680,86337.818,11498,11,PI,1,100,182209
1201960.470871,1201960.470871,1760631890.194407,86347.545,11498,11,PI,1,100,182207
1201960.480598,1201960.480598,1760631890.204134,86357.273,11498,11,PI,1,100,182221
1201960.490325,1201960.490326,1760631890.213861,86367.000,11498,11,PI,1,100,182217
1201960.501025,1201960.501026,1760631890.224561,86377.700,11512,10,PI,1,100,182208
1201960.511725,1201960.511726,1760631890.235261,86388.400,11512,10,PI,1,100,182185
1201960.522425,1201960.522426,1760631890.245961,86399.100,11512,10,PI,1,100,182200
1201960.533125,1201960.533125,1760631890.256661,86409.800,11512,10,PI,1,100,182146
1201960.543825,1201960.543825,1760631890.267361,86420.500,11512,10,PI,1,100,182215
1201960.554525,1201960.554525,1760631890.278061,86431.200,11512,10,PI,1,100,182196
1201960.565225,1201960.565225,1760631890.288761,86441.900,11512,10,PI,1,100,182198
1201960.575925,1201960.575925,1760631890.299461,86452.600,11512,10,PI,1,100,182230
1201960.586625,1201960.586625,1760631890.310161,86463.300,11512,10,PI,1,100,182196
1201960.597325,1201960.597325,1760631890.320861,86474.000,11512,10,PI,1,100,182207
1201960.606625,1201960.606625,1760631890.330161,86483.300,11528,10,PI,1,100,182204
1201960.615925,1201960.615925,1760631890.339461,86492.600,11528,10,PI,1,100,182205
1201960.625225,1201960.625225,1760631890.348761,86501.900,11528,10,PI,1,100,182170
1201960.634525,1201960.634525,1760631890.358061,86511.200,11528,10,PI,1,100,182179
1201960.643825,1201960.643825,1760631890.367361,86520.500,11528,10,PI,1,100,182148
1201960.653125,1201960.653125,1760631890.376661,86529.800,11528,10,PI,1,100,182148
1201960.662424,1201960.662425,1760631890.385961,86539.100,11528,10,PI,1,100,182163
1201960.671724,1201960.671725,1760631890.395261,86548.400,11528,10,PI,1,100,182171
1201960.681024,1201960.681025,1760631890.404560,86557.700,11528,10,PI,1,100,182137
1201960.690324,1201960.690325,1760631890.413860,86567.000,11528,10,PI,1,100,182159
1201960.701024,1201960.701025,1760631890.424560,86577.700,11544,10,PI,1,100,182166
1201960.711724,1201960.711725,1760631890.435260,86588.400,11544,10,PI,1,100,182155
1201960.722424,1201960.722425,1760631890.445960,86599.100,11544,10,PI,1,100,182141
1201960.733124,1201960.733124,1760631890.456660,86609.800,11544,10,PI,1,100,182141
1201960.743824,1201960.743824,1760631890.467360,86620.500,11544,10,PI,1,100,182172
1201960.754524,1201960.754524,1760631890.478060,86631.200,11544,10,PI,1,100,182174
1201960.765224,1201960.765224,1760631890.488760,86641.900,11544,10,PI,1,100,182168
1201960.775924,1201960.775924,1760631890.499460,86652.600,11544,10,PI,1,100,182156
1201960.786624,1201960.786624,1760631890.510160,86663.300,11544,10,PI,1,100,182162
1201960.797324,1201960.797324,1760631890.520860,86674.000,11544,10,PI,1,100,182176
1201960.807051,1201960.807051,1760631890.530587,86683.727,11560,11,PI,1,100,182138
1201960.816778,1201960.816779,1760631890.540314,86693.455,11560,11,PI,1,100,182177
1201960.826505,1201960.826506,1760631890.550042,86703.182,11560,11,PI,1,100,182166
1201960.836233,1201960.836233,1760631890.559769,86712.909,11560,11,PI,1,100,182178
1201960.845960,1201960.845960,1760631890.569496,86722.636,11560,11,PI,1,100,182151
1201960.855687,1201960.855687,1760631890.579223,86732.364,11560,11,PI,1,100,182143
1201960.865414,1201960.865415,1760631890.588951,86742.091,11560,11,PI,1,100,182139
1201960.875142,1201960.875142,1760631890.598678,86751.818,11560,11,PI,1,100,182153
1201960.884869,1201960.884869,1760631890.608405,86761.545,11560,11,PI,1,100,182144
1201960.894596,1201960.894596,1760631890.618132,86771.273,11560,11,PI,1,100,182192
1201960.904323,1201960.904324,1760631890.627860,86781.000,11560,11,PI,1,100,182177
1201960.914656,1201960.914657,1760631890.638193,86791.333,11574,9,PI,1,100,182159
1201960.924990,1201960.924990,1760631890.648526,86801.667,11574,9,PI,1,100,182140
1201960.935323,1201960.935323,1760631890.658859,86812.000,11574,9,PI,1,100,182152
1201960.945656,1201960.945657,1760631890.669193,86822.333,11574,9,PI,1,100,182170
1201960.955990,1201960.955990,1760631890.679526,86832.667,11574,9,PI,1,100,182164
1201960.966323,1201960.966323,1760631890.689859,86843.000,11574,9,PI,1,100,182138
1201960.976656,1201960.976657,1760631890.700193,86853.333,11574,9,PI,1,100,182174
1201960.986989,1201960.986990,1760631890.710526,86863.667,11574,9,PI,1,100,182145
