LslMarkerSourceTimestamp,EmotiBitTimestamp,PI,PG,PR
1201895.358209,21234.545,183403,7374,112295
1201895.367937,21244.273,183424,7395,112321
1201895.377664,21254.000,183411,7395,112315
1201895.387997,21264.333,183397,7375,112327
1201895.39833,21274.667,183408,7371,112314
1201895.408664,21285.000,183424,7386,112339
1201895.418997,21295.333,183375,7380,112299
1201895.42933,21305.667,183415,7373,112315
1201895.439664,21316.000,183395,7377,112322
1201895.449997,21326.333,183418,7407,112335
1201895.46033,21336.667,183416,7393,112328
1201895.470663,21347.000,183396,7367,112290
1201895.480391,21356.727,183403,7353,112295
1201895.490118,21366.455,183419,7353,112335
1201895.499845,21376.182,183393,7371,112306
1201895.509572,21385.909,183407,7381,112336
1201895.519299,21395.636,183402,7365,112314
1201895.529027,21405.364,183434,7400,112352
1201895.538754,21415.091,183377,7364,112316
1201895.548481,21424.818,183418,7387,112339
1201895.558208,21434.545,183405,7359,112310
1201895.567936,21444.273,183444,7377,112352
1201895.577663,21454.000,183404,7392,112306
1201895.588263,21464.600,183426,7362,112340
1201895.598863,21475.200,183408,7416,112315
1201895.609463,21485.800,183432,7406,112364
1201895.620063,21496.400,183419,7403,112313
1201895.630663,21507.000,183401,7365,112333
1201895.641262,21517.600,183421,7397,112328
1201895.651862,21528.200,183442,7401,112351
1201895.662462,21538.800,183393,7378,112328
1201895.673062,21549.400,183372,7368,112327
1201895.683662,21560.000,183400,7383,112336
1201895.694107,21570.444,183369,7384,112349
1201895.704551,21580.889,183377,7394,112312
1201895.714995,21591.333,183371,7357,112310
1201895.72544,21601.778,183368,7364,112323
1201895.735884,21612.222,183361,7389,112328
1201895.746329,21622.667,183325,7372,112291
1201895.756773,21633.111,183327,7362,112332
1201895.767217,21643.556,183352,7351,112323
1201895.777662,21654.000,183359,7356,112318
1201895.787298,21663.636,183328,7342,112298
1201895.796934,21673.273,183334,7324,112302
1201895.806571,21682.909,183352,7349,112316
1201895.816207,21692.545,183366,7350,112341
1201895.825843,21702.182,183350,7378,112318
1201895.83548,21711.818,183349,7339,112326
1201895.845116,21721.455,183344,7336,112328
1201895.854752,21731.091,183350,7343,112343
1201895.864389,21740.727,183369,7367,112343
1201895.874025,21750.364,183292,7338,112262
1201895.883661,21760.000,183322,7342,112306
1201895.894106,21770.444,183332,7328,112275
1201895.90455,21780.889,183306,7355,112288
1201895.914994,21791.333,183331,7321,112316
1201895.925439,21801.778,183349,7346,112316
1201895.935883,21812.222,183384,7363,112318
1201895.946328,21822.667,183361,7362,112316
1201895.956772,21833.111,183327,7319,112308
1201895.967216,21843.556,183355,7343,112327
1201895.977661,21854.000,183363,7333,112326
1201895.987388,21863.727,183379,7371,112352
1201895.997115,21873.455,183327,7328,112324
1201896.006842,21883.182,183327,7323,112332
1201896.01657,21892.909,183310,7349,112355
1201896.026297,21902.636,183350,7358,112319
1201896.036024,21912.364,183352,7334,112325
1201896.045751,21922.091,183368,7363,112341
1201896.055478,21931.818,183362,7346,112360
1201896.065206,21941.545,183386,7370,112367
1201896.074933,21951.273,183376,7326,112325
1201896.08466,21961.000,183375,7336,112348
1201896.09526,21971.600,183388,7361,112360
1201896.10586,21982.200,183371,7351,112344
1201896.11646,21992.800,183380,7345,112344
1201896.12706,22003.400,183388,7339,112361
1201896.13766,22014.000,183419,7367,112366
1201896.14826,22024.600,183389,7363,112351
1201896.15886,22035.200,183372,7335,112334
1201896.16946,22045.800,183403,7371,112386
1201896.18006,22056.400,183413,7354,112376
1201896.19066,22067.000,183441,7363,112379
1201896.19996,22076.300,183413,7355,112334
1201896.20926,22085.600,183419,7360,112376
1201896.218559,22094.900,183436,7362,112381
1201896.227859,22104.200,183418,7377,112378
1201896.237159,22113.500,183434,7369,112388
1201896.246459,22122.800,183443,7370,112420
1201896.255759,22132.100,183451,7370,112394
1201896.265059,22141.400,183427,7370,112402
1201896.274359,22150.700,183423,7364,112361
1201896.283659,22160.000,183426,7393,112391
1201896.294359,22170.700,183473,7394,112406
1201896.305059,22181.400,183468,7429,112417
1201896.315759,22192.100,183456,7382,112386
1201896.326459,22202.800,183446,7375,112410
1201896.337159,22213.500,183483,7400,112423
1201896.347859,22224.200,183480,7392,112411
1201896.358559,22234.900,183483,7399,112405
1201896.369259,22245.600,183485,7397,112402
1201896.379959,22256.300,183510,7413,112435
1201896.390659,22267.000,183515,7432,112453
1201896.400386,22276.727,183482,7414,112385
1201896.410113,22286.455,183485,7418,112424
1201896.41984,22296.182,183494,7418,112419
1201896.429567,22305.909,183512,7414,112421
1201896.439295,22315.636,183495,7413,112401
1201896.449022,22325.364,183508,7404,112463
1201896.458749,22335.091,183499,7434,112432
1201896.468476,22344.818,183498,7415,112452
1201896.478204,22354.545,183445,7387,112416
1201896.487931,22364.273,183456,7390,112439
1201896.497658,22374.000,183496,7419,112443
1201896.507991,22384.333,183482,7420,112428
1201896.518325,22394.667,183477,7412,112429
1201896.528658,22405.000,183461,7405,112418
1201896.538991,22415.333,183470,7418,112397
1201896.549324,22425.667,183457,7415,112424
1201896.559658,22436.000,183439,7417,112421
1201896.569991,22446.333,183494,7419,112445
1201896.580324,22456.667,183433,7410,112442
1201896.590658,22467.000,183458,7427,112415
1201896.600385,22476.727,183483,7431,112387
1201896.610112,22486.455,183450,7426,112399
1201896.619839,22496.182,183434,7452,112412
1201896.629566,22505.909,183439,7419,112415
1201896.639294,22515.636,183426,7446,112443
1201896.649021,22525.364,183467,7463,112458
1201896.658748,22535.091,183476,7476,112423
1201896.668475,22544.818,183444,7464,112400
1201896.678203,22554.545,183456,7459,112398
1201896.68793,22564.273,183421,7413,112390
1201896.697657,22574.000,183429,7459,112416
1201896.708257,22584.600,183454,7460,112420
1201896.718857,22595.200,183449,7484,112425
1201896.729457,22605.800,183453,7453,112418
1201896.740057,22616.400,183483,7477,112437
1201896.750657,22627.000,183487,7468,112434
1201896.761257,22637.600,183455,7464,112446
1201896.771857,22648.200,183476,7451,112450
1201896.782457,22658.800,183497,7494,112461
1201896.793056,22669.400,183465,7472,112449
1201896.803656,22680.000,183436,7473,112475
1201896.81399,22690.333,183456,7467,112430
1201896.824323,22700.667,183452,7492,112447
1201896.834656,22711.000,183465,7487,112442
1201896.84499,22721.333,183456,7472,112432
1201896.855323,22731.667,183458,7487,112413
1201896.865656,22742.000,183468,7485,112471
1201896.875989,22752.333,183449,7520,112446
1201896.886323,22762.667,183409,7517,112419
1201896.896656,22773.000,183398,7487,112428
1201896.906383,22782.727,183415,7520,112488
1201896.91611,22792.455,183407,7532,112440
1201896.925838,22802.182,183387,7533,112453
1201896.935565,22811.909,183343,7504,112460
1201896.945292,22821.636,183363,7539,112453
1201896.955019,22831.364,183265,7521,112442
1201896.964746,22841.091,183280,7549,112452
1201896.974474,22850.818,183215,7550,112456
1201896.984201,22860.545,183193,7541,112444
1201896.993928,22870.273,183142,7570,112469
1201897.003655,22880.000,183149,7576,112442
1201897.0141,22890.444,183091,7569,112420
1201897.024544,22900.889,183054,7578,112417
1201897.034989,22911.333,183019,7601,112417
1201897.045433,22921.778,183004,7598,112432
1201897.055877,22932.222,182968,7604,112421
1201897.066322,22942.667,182955,7639,112447
1201897.076766,22953.111,182946,7668,112464
1201897.08721,22963.556,182897,7614,112408
1201897.097655,22974.000,182856,7617,112391
1201897.107291,22983.636,182870,7632,112425
1201897.116928,22993.273,182812,7648,112392
1201897.126564,23002.909,182812,7644,112406
1201897.1362,23012.545,182752,7653,112398
1201897.145836,23022.182,182782,7679,112425
1201897.155473,23031.818,182712,7663,112360
1201897.165109,23041.455,182693,7669,112393
1201897.174745,23051.091,182660,7656,112362
1201897.184382,23060.727,182602,7675,112349
1201897.194018,23070.364,182603,7665,112350
1201897.203654,23080.000,182604,7705,112366
1201897.213988,23090.333,182541,7668,112346
1201897.224321,23100.667,182531,7652,112336
1201897.234654,23111.000,182528,7662,112331
1201897.244987,23121.333,182555,7684,112348
1201897.255321,23131.667,182523,7674,112333
1201897.265654,23142.000,182542,7696,112345
1201897.275987,23152.333,182507,7683,112342
1201897.286321,23162.667,182503,7708,112349
1201897.296654,23173.000,182489,7692,112352
1201897.306381,23182.727,182440,7691,112321
1201897.316108,23192.455,182441,7703,112374
1201897.325836,23202.182,182467,7730,112337
1201897.335563,23211.909,182467,7721,112368
1201897.34529,23221.636,182454,7709,112350
1201897.355017,23231.364,182409,7726,112327
1201897.364744,23241.091,182420,7708,112332
1201897.374472,23250.818,182419,7713,112329
1201897.384199,23260.545,182393,7740,112309
1201897.393926,23270.273,182427,7721,112339
1201897.403653,23280.000,182415,7715,112333
1201897.414353,23290.700,182408,7735,112333
1201897.425053,23301.400,182376,7715,112323
1201897.435753,23312.100,182382,7731,112303
1201897.446453,23322.800,182369,7716,112325
1201897.457153,23333.500,182381,7736,112327
1201897.467853,23344.200,182374,7763,112314
1201897.478553,23354.900,182325,7736,112277
1201897.489253,23365.600,182313,7760,112317
1201897.499953,23376.300,182320,7746,112320
1201897.510653,23387.000,182285,7741,112285
1201897.519953,23396.300,182299,7743,112291
1201897.529253,23405.600,182317,7780,112278
1201897.538553,23414.900,182280,7746,112297
1201897.547853,23424.200,182298,7773,112318
1201897.557153,23433.500,182221,7735,112289
1201897.566452,23442.800,182259,7761,112313
1201897.575752,23452.100,182237,7765,112295
1201897.585052,23461.400,182244,7740,112301
1201897.594352,23470.700,182232,7731,112302
1201897.603652,23480.000,182217,7774,112294
1201897.614352,23490.700,182216,7770,112286
1201897.625052,23501.400,182184,7761,112283
1201897.635752,23512.100,182182,7764,112265
1201897.646452,23522.800,182180,7805,112307
1201897.657152,23533.500,182192,7786,112292
1201897.667852,23544.200,182160,7783,112287
1201897.678552,23554.900,182171,7788,112278
1201897.689252,23565.600,182191,7801,112284
1201897.699952,23576.300,182165,7782,112303
1201897.710652,23587.000,182152,7807,112277
1201897.720985,23597.333,182171,7795,112311
1201897.731318,23607.667,182187,7820,112327
1201897.741652,23618.000,182137,7790,112317
1201897.751985,23628.333,182163,7812,112310
1201897.762318,23638.667,182120,7788,112302
1201897.772651,23649.000,182163,7809,112336
1201897.782985,23659.333,182169,7828,112328
1201897.793318,23669.667,182166,7822,112354
1201897.803651,23680.000,182131,7824,112363
1201897.813378,23689.727,182163,7853,112359
1201897.823106,23699.455,182134,7819,112346
1201897.832833,23709.182,182150,7832,112361
1201897.84256,23718.909,182151,7856,112374
1201897.852287,23728.636,182168,7848,112344
1201897.862015,23738.364,182159,7856,112377
1201897.871742,23748.091,182160,7859,112370
1201897.881469,23757.818,182164,7857,112366
1201897.891196,23767.545,182171,7859,112373
1201897.900923,23777.273,182115,7814,112362
1201897.910651,23787.000,182157,7841,112379
1201897.920378,23796.727,182131,7831,112369
1201897.930105,23806.455,182176,7870,112400
1201897.939832,23816.182,182159,7825,112364
1201897.94956,23825.909,182176,7847,112387
1201897.959287,23835.636,182157,7862,112433
1201897.969014,23845.364,182154,7819,112395
1201897.978741,23855.091,182194,7837,112416
1201897.988468,23864.818,182220,7860,112435
1201897.998196,23874.545,182243,7885,112445
1201898.007923,23884.273,182268,7862,112463
1201898.01765,23894.000,182247,7842,112479
1201898.027983,23904.333,182293,7872,112513
1201898.038317,23914.667,182314,7868,112511
1201898.04865,23925.000,182345,7894,112544
1201898.058983,23935.333,182342,7873,112551
1201898.069317,23945.667,182346,7881,112564
1201898.07965,23956.000,182352,7872,112585
1201898.089983,23966.333,182335,7895,112588
1201898.100316,23976.667,182299,7868,112553
1201898.11065,23987.000,182302,7875,112587
1201898.12125,23997.600,182254,7879,112599
1201898.13185,24008.200,182281,7903,112577
1201898.142449,24018.800,182228,7866,112587
1201898.153049,24029.400,182180,7877,112572
1201898.163649,24040.000,182151,7871,112532
1201898.174249,24050.600,182141,7876,112538
1201898.184849,24061.200,182109,7857,112558
1201898.195449,24071.800,182141,7874,112555
1201898.206049,24082.400,182130,7898,112562
1201898.216649,24093.000,182137,7890,112562
1201898.226376,24102.727,182085,7856,112530
1201898.236104,24112.455,182114,7872,112568
1201898.245831,24122.182,182098,7894,112526
1201898.255558,24131.909,182056,7897,112541
1201898.265285,24141.636,182031,7900,112532
1201898.275012,24151.364,181970,7882,112519
1201898.28474,24161.091,181987,7883,112472
1201898.294467,24170.818,181935,7902,112451
1201898.304194,24180.545,181963,7903,112446
1201898.313921,24190.273,181986,7895,112446
1201898.323649,24200.000,181983,7897,112463
1201898.333982,24210.333,182017,7917,112497
1201898.344315,24220.667,181976,7873,112437
1201898.354648,24231.000,182007,7904,112485
1201898.364982,24241.333,182005,7913,112483
1201898.375315,24251.667,182002,7882,112472
1201898.385648,24262.000,182009,7896,112470
1201898.395981,24272.333,182029,7890,112497
1201898.406315,24282.667,182042,7906,112515
1201898.416648,24293.000,182032,7928,112504
1201898.426375,24302.727,182012,7888,112457
1201898.436102,24312.455,182015,7909,112496
1201898.44583,24322.182,182047,7904,112492
1201898.455557,24331.909,182027,7901,112485
1201898.465284,24341.636,182027,7899,112483
1201898.475011,24351.364,182063,7929,112485
1201898.484739,24361.091,182047,7918,112498
1201898.494466,24370.818,182021,7923,112508
1201898.504193,24380.545,182024,7894,112474
1201898.51392,24390.273,182053,7936,112515
1201898.523647,24400.000,182044,7921,112494
1201898.533981,24410.333,182029,7922,112498
1201898.544314,24420.667,182002,7899,112473
1201898.554647,24431.000,182036,7893,112504
1201898.564981,24441.333,182044,7888,112493
1201898.575314,24451.667,182010,7926,112490
1201898.585647,24462.000,182018,7909,112484
1201898.59598,24472.333,182032,7936,112515
1201898.606314,24482.667,182043,7925,112489
1201898.616647,24493.000,182036,7918,112507
1201898.626374,24502.727,182003,7914,112482
1201898.636101,24512.455,182026,7914,112471
1201898.645829,24522.182,182002,7935,112487
1201898.655556,24531.909,182029,7919,112500
1201898.665283,24541.636,181995,7921,112487
1201898.67501,24551.364,182042,7936,112508
1201898.684738,24561.091,182025,7940,112500
1201898.694465,24570.818,182017,7927,112494
1201898.704192,24580.545,181991,7900,112493
1201898.713919,24590.273,182027,7897,112505
1201898.723646,24600.000,182014,7949,112510
1201898.73398,24610.333,181985,,
1201898.734346,24610.700,,7927,112495
1201898.744313,24620.667,181958,,
1201898.745046,24621.400,,7903,112474
1201898.754646,24631.000,181987,,
1201898.755746,24632.100,,7953,112499
1201898.76498,24641.333,181942,,
1201898.766446,24642.800,,7947,112461
1201898.775313,24651.667,181952,,
1201898.777146,24653.500,,7925,112482
1201898.785646,24662.000,181958,,
1201898.787846,24664.200,,7893,112462
1201898.795979,24672.333,181949,,
1201898.798546,24674.900,,7929,112466
1201898.806313,24682.667,181950,,
1201898.809246,24685.600,,7947,112463
1201898.816646,24693.000,181934,,
1201898.819946,24696.300,,7936,112464
1201898.826373,24702.727,181933,,
1201898.830646,24707.000,,7948,112442
1201898.8361,24712.455,181928,,
1201898.839946,24716.300,,7919,112456
1201898.845828,24722.182,181940,,
1201898.849246,24725.600,,7940,112500
1201898.855555,24731.909,181927,,
1201898.858546,24734.900,,7919,112470
1201898.865282,24741.636,181894,,
1201898.867846,24744.200,,7916,112449
1201898.875009,24751.364,181902,,
1201898.877146,24753.500,,7933,112495
1201898.884737,24761.091,181872,,
1201898.886446,24762.800,,7945,112430
1201898.894464,24770.818,181892,,
1201898.895746,24772.100,,7925,112453
1201898.904191,24780.545,181872,,
1201898.905045,24781.400,,7905,112435
1201898.913918,24790.273,181878,,
1201898.914345,24790.700,,7941,112439
1201898.923645,24800.000,181875,7968,112449
1201898.934345,24810.700,181844,7943,112414
1201898.945045,24821.400,181836,7907,112428
1201898.955745,24832.100,181858,7925,112417
1201898.966445,24842.800,181820,7924,112421
1201898.977145,24853.500,181851,7908,112434
1201898.987845,24864.200,181819,7939,112414
1201898.998545,24874.900,181838,7939,112448
1201899.009245,24885.600,181849,7954,112427
1201899.019945,24896.300,181782,7916,112416
1201899.030645,24907.000,181820,7927,112403
1201899.040978,24917.333,181803,7895,112408
1201899.051311,24927.667,181837,7955,112429
1201899.061645,24938.000,181781,7916,112398
1201899.071978,24948.333,181761,7908,112415
1201899.082311,24958.667,181757,7930,112373
1201899.092645,24969.000,181784,7961,112411
1201899.102978,24979.333,181749,7936,112411
1201899.113311,24989.667,181767,7937,112402
1201899.123644,25000.000,181736,7950,112402
1201899.133372,25009.727,181758,7939,112416
1201899.143099,25019.455,181717,7932,112405
1201899.152826,25029.182,181746,7941,112392
1201899.162553,25038.909,181757,7956,112391
1201899.17228,25048.636,181741,7969,112400
1201899.182008,25058.364,181718,7943,112351
1201899.191735,25068.091,181717,7937,112385
1201899.201462,25077.818,181734,7970,112411
1201899.211189,25087.545,181705,7966,112396
1201899.220917,25097.273,181670,7935,112356
1201899.230644,25107.000,181698,7946,112370
1201899.24028,25116.636,181670,7940,112401
1201899.249916,25126.273,181692,7934,112373
1201899.259553,25135.909,181672,7928,112377
1201899.269189,25145.545,181668,7950,112382
1201899.278825,25155.182,181673,7969,112367
1201899.288462,25164.818,181647,7959,112386
1201899.298098,25174.455,181631,7929,112368
1201899.307734,25184.091,181670,7957,112377
1201899.317371,25193.727,181649,7940,112368
1201899.327007,25203.364,181643,7951,112369
1201899.336643,25213.000,181613,7936,112343
1201899.347088,25223.444,181636,7954,112357
1201899.357532,25233.889,181639,7951,112361
1201899.367976,25244.333,181626,7940,112346
1201899.378421,25254.778,181602,7940,112344
1201899.388865,25265.222,181601,7958,112348
1201899.39931,25275.667,181586,7945,112374
1201899.409754,25286.111,181607,7996,112346
1201899.420198,25296.556,181575,7961,112316
1201899.430643,25307.000,181582,7961,112341
1201899.440279,25316.636,181566,7960,112310
1201899.449915,25326.273,181552,7990,112333
1201899.459552,25335.909,181515,7963,112320
1201899.469188,25345.545,181541,7960,112319
1201899.478824,25355.182,181531,7976,112327
1201899.488461,25364.818,181521,7964,112296
1201899.498097,25374.455,181518,7962,112271
1201899.507733,25384.091,181534,7963,112320
1201899.51737,25393.727,181534,7963,112320
1201899.527006,25403.364,181529,7976,112317
1201899.536642,25413.000,181527,7979,112320
1201899.546042,25422.400,181469,7981,112305
1201899.555442,25431.800,181464,7969,112300
1201899.564842,25441.200,181497,7982,112297
1201899.574242,25450.600,181517,7959,112308
1201899.583642,25460.000,181489,7962,112313
1201899.593042,25469.400,181503,7973,112285
1201899.602442,25478.800,181504,7969,112323
1201899.611842,25488.200,181482,7995,112309
1201899.621242,25497.600,181448,7979,112284
1201899.630642,25507.000,181465,7991,112291
1201899.641242,25517.600,181466,7993,112304
1201899.651842,25528.200,181473,7990,112327
1201899.662442,25538.800,181433,7985,112266
1201899.673042,25549.400,181460,7970,112285
1201899.683641,25560.000,181437,7998,112287
1201899.694241,25570.600,181440,8018,112281
1201899.704841,25581.200,181427,7991,112266
1201899.715441,25591.800,181395,7975,112273
1201899.726041,25602.400,181428,8001,112282
1201899.736641,25613.000,181385,8038,112258
1201899.746368,25622.727,181400,7994,112259
1201899.756096,25632.455,181384,7980,112256
1201899.765823,25642.182,181403,8003,112278
1201899.77555,25651.909,181370,7990,112272
1201899.785277,25661.636,181410,7993,112246
1201899.795005,25671.364,181379,8018,112295
1201899.804732,25681.091,181376,8004,112272
1201899.814459,25690.818,181381,8001,112253
1201899.824186,25700.545,181358,8006,112262
1201899.833913,25710.273,181357,7991,112261
1201899.843641,25720.000,181345,8009,112244
1201899.853974,25730.333,181329,8006,112259
1201899.864307,25740.667,181323,8017,112247
1201899.87464,25751.000,181284,8008,112265
1201899.884974,25761.333,181300,7991,112252
1201899.895307,25771.667,181319,7999,112230
1201899.90564,25782.000,181299,8007,112216
1201899.915974,25792.333,181292,8001,112225
1201899.926307,25802.667,181335,8020,112286
1201899.93664,25813.000,181315,8013,112239
1201899.946367,25822.727,181288,8031,112238
1201899.956095,25832.455,181280,8010,112232
1201899.965822,25842.182,181290,8020,112225
1201899.975549,25851.909,181282,8005,112235
1201899.985276,25861.636,181246,8002,112203
1201899.995003,25871.364,181287,8024,112239
1201900.004731,25881.091,181254,8019,112217
1201900.014458,25890.818,181245,8013,112216
1201900.024185,25900.545,181273,8003,112246
1201900.033912,25910.273,181216,7988,112213
1201900.04364,25920.000,181249,8042,112246
1201900.053973,25930.333,181230,8025,112204
1201900.064306,25940.667,181194,8016,112233
1201900.074639,25951.000,181236,8011,112213
1201900.084973,25961.333,181228,8027,112232
1201900.095306,25971.667,181199,8019,112209
1201900.105639,25982.000,181181,8043,112200
1201900.115973,25992.333,181188,8036,112219
1201900.126306,26002.667,181206,8045,112222
1201900.136639,26013.000,181193,8057,112220
1201900.146366,26022.727,181159,8039,112194
1201900.156094,26032.455,181144,8034,112178
1201900.165821,26042.182,181186,8058,112210
1201900.175548,26051.909,181168,8027,112195
1201900.185275,26061.636,181152,8027,112167
1201900.195002,26071.364,181117,8022,112187
1201900.20473,26081.091,181153,8025,112186
1201900.214457,26090.818,181147,8026,112190
1201900.224184,26100.545,181124,8024,112209
1201900.233911,26110.273,181113,8017,112176
1201900.243639,26120.000,181116,8043,112170
1201900.254238,26130.600,181143,,112187
1201900.254338,26130.700,,8020,
1201900.264838,26141.200,181084,,112135
1201900.265038,26141.400,,8051,
1201900.275438,26151.800,181121,,112195
1201900.275738,26152.100,,8051,
1201900.286038,26162.400,181102,,112148
1201900.286438,26162.800,,8022,
1201900.296638,26173.000,181076,,112178
1201900.297138,26173.500,,8038,
1201900.307238,26183.600,181105,,112172
1201900.307838,26184.200,,8050,
1201900.317838,26194.200,181105,,112197
1201900.318538,26194.900,,8027,
1201900.328438,26204.800,181105,,112183
1201900.329238,26205.600,,8035,
1201900.339038,26215.400,181100,,112195
1201900.339938,26216.300,,8046,
1201900.349638,26226.000,181080,,112161
1201900.350638,26227.000,,8040,
1201900.360082,26236.444,181069,,112171
1201900.360971,26237.333,,8077,
1201900.370527,26246.889,181067,,112167
1201900.371305,26247.667,,8081,
1201900.380971,26257.333,181045,,112145
1201900.381638,26258.000,,8060,
1201900.391416,26267.778,181042,,112152
1201900.391971,26268.333,,8060,
1201900.40186,26278.222,181002,,112131
1201900.402304,26278.667,,8040,
1201900.412304,26288.667,181014,,112176
1201900.412638,26289.000,,8059,
1201900.422749,26299.111,181038,,112166
1201900.422971,26299.333,,8063,
1201900.433193,26309.556,181014,,112152
1201900.433304,26309.667,,8052,
1201900.443637,26320.000,180985,8067,112163
1201900.453274,26329.636,181013,8068,112174
1201900.46291,26339.273,181007,8052,112155
1201900.472546,26348.909,180985,8051,112139
1201900.482183,26358.545,181002,8047,112164
1201900.491819,26368.182,180951,8036,112123
1201900.501455,26377.818,180956,8029,112101
1201900.511092,26387.455,180957,8044,112132
1201900.520728,26397.091,180944,8052,112125
1201900.530364,26406.727,180950,8070,112117
1201900.540001,26416.364,180961,8061,112170
1201900.549637,26426.000,180938,8057,112117
1201900.560081,26436.444,180956,8085,112134
1201900.570526,26446.889,180936,8069,112097
1201900.58097,26457.333,180904,8050,112108
1201900.591415,26467.778,180947,8038,112122
1201900.601859,26478.222,180908,8066,112115
1201900.612303,26488.667,180909,8032,112084
1201900.622748,26499.111,180924,8050,112097
1201900.633192,26509.556,180929,8069,112118
1201900.643636,26520.000,180925,8072,112119
1201900.653364,26529.727,180891,8047,112104
1201900.663091,26539.455,180918,8036,112124
1201900.672818,26549.182,180917,8106,112087
1201900.682545,26558.909,180885,8051,112118
1201900.692273,26568.636,180911,8086,112117
1201900.702,26578.364,180899,8071,112090
1201900.711727,26588.091,180888,8055,112108
1201900.721454,26597.818,180884,8066,112074
1201900.731181,26607.545,180901,8071,112107
1201900.740909,26617.273,180887,8085,112078
1201900.750636,26627.000,180914,8076,112113
1201900.761236,26637.600,180879,8076,112095
1201900.771836,26648.200,180879,8085,112110
1201900.782436,26658.800,180868,8078,112091
1201900.793036,26669.400,180855,8063,112070
1201900.803636,26680.000,180880,8096,112070
1201900.814236,26690.600,180869,8062,112052
1201900.824836,26701.200,180828,8074,112071
1201900.835435,26711.800,180878,8097,112104
1201900.846035,26722.400,180860,8075,112090
