LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1759437221.542199,149652.000,21293,3,AY,1,100,-0.137
1759437221.582200,149692.000,21293,3,AY,1,100,-0.135
1759437221.622201,149732.000,21293,3,AY,1,100,-0.138
1759437221.662202,149772.000,21308,2,AY,1,100,-0.133
1759437221.702202,149812.000,21308,2,AY,1,100,-0.136
1759437221.742203,149852.000,21323,3,AY,1,100,-0.137
1759437221.782204,149892.000,21323,3,AY,1,100,-0.136
1759437221.822205,149932.000,21323,3,AY,1,100,-0.136
1759437221.862206,149972.000,21340,2,AY,1,100,-0.137
1759437221.902206,150012.000,21340,2,AY,1,100,-0.136
1759437221.942207,150052.000,21355,3,AY,1,100,-0.134
1759437221.982208,150092.000,21355,3,AY,1,100,-0.140
1759437222.022209,150132.000,21355,3,AY,1,100,-0.134
1759437222.062210,150172.000,21370,2,AY,1,100,-0.137
1759437222.102211,150212.000,21370,2,AY,1,100,-0.136
1759437222.142211,150252.000,21386,3,AY,1,100,-0.135
1759437222.182212,150292.000,21386,3,AY,1,100,-0.137
1759437222.222213,150332.000,21386,3,AY,1,100,-0.142
1759437222.262214,150372.000,21402,2,AY,1,100,-0.135
1759437222.302215,150412.000,21402,2,AY,1,100,-0.139
1759437222.346549,150456.333,21417,3,AY,1,100,-0.138
1759437222.390883,150500.667,21417,3,AY,1,100,-0.135
1759437222.435217,150545.000,21417,3,AY,1,100,-0.134
1759437222.475718,150585.500,21433,2,AY,1,100,-0.138
1759437222.516219,150626.000,21433,2,AY,1,100,-0.137
1759437222.555887,150665.667,21450,3,AY,1,100,-0.135
1759437222.595554,150705.333,21450,3,AY,1,100,-0.137
1759437222.635221,150745.000,21450,3,AY,1,100,-0.137
1759437222.675222,150785.000,21466,2,AY,1,100,-0.134
1759437222.715223,150825.000,21466,2,AY,1,100,-0.136
1759437222.755224,150865.000,21481,3,AY,1,100,-0.139
1759437222.795225,150905.000,21481,3,AY,1,100,-0.136
1759437222.835226,150945.000,21481,3,AY,1,100,-0.137
1759437222.875226,150985.000,21498,2,AY,1,100,-0.136
1759437222.915227,151025.000,21498,2,AY,1,100,-0.138
1759437222.955228,151065.000,21512,3,AY,1,100,-0.134
1759437222.995229,151105.000,21512,3,AY,1,100,-0.139
1759437223.035230,151145.000,21512,3,AY,1,100,-0.135
1759437223.075230,151185.000,21528,2,AY,1,100,-0.135
1759437223.115231,151225.000,21528,2,AY,1,100,-0.137
1759437223.155232,151265.000,21544,3,AY,1,100,-0.137
1759437223.195233,151305.000,21544,3,AY,1,100,-0.135
1759437223.235234,151345.000,21544,3,AY,1,100,-0.143
1759437223.275234,151385.000,21560,2,AY,1,100,-0.132
1759437223.315235,151425.000,21560,2,AY,1,100,-0.130
1759437223.359903,151469.667,21574,3,AY,1,100,-0.141
1759437223.404571,151514.333,21574,3,AY,1,100,-0.135
1759437223.449238,151559.000,21574,3,AY,1,100,-0.132
1759437223.489239,151599.000,21591,2,AY,1,100,-0.132
1759437223.529240,151639.000,21591,2,AY,1,100,-0.138
1759437223.569241,151679.000,21606,3,AY,1,100,-0.139
1759437223.609241,151719.000,21606,3,AY,1,100,-0.137
1759437223.649242,151759.000,21606,3,AY,1,100,-0.139
1759437223.689243,151799.000,21622,2,AY,1,100,-0.133
1759437223.729244,151839.000,21622,2,AY,1,100,-0.134
1759437223.769245,151879.000,21636,3,AY,1,100,-0.139
1759437223.809245,151919.000,21636,3,AY,1,100,-0.140
1759437223.849246,151959.000,21636,3,AY,1,100,-0.133
1759437223.889247,151999.000,21655,2,AY,1,100,-0.132
1759437223.929248,152039.000,21655,2,AY,1,100,-0.136
1759437223.969249,152079.000,21670,3,AY,1,100,-0.139
1759437224.009249,152119.000,21670,3,AY,1,100,-0.134
1759437224.049250,152159.000,21670,3,AY,1,100,-0.138
1759437224.089251,152199.000,21686,2,AY,1,100,-0.134
1759437224.129252,152239.000,21686,2,AY,1,100,-0.136
1759437224.169253,152279.000,21701,3,AY,1,100,-0.141
1759437224.209254,152319.000,21701,3,AY,1,100,-0.134
1759437224.249254,152359.000,21701,3,AY,1,100,-0.126
1759437224.289255,152399.000,21717,2,AY,1,100,-0.139
1759437224.329256,152439.000,21717,2,AY,1,100,-0.138
1759437224.369257,152479.000,21732,3,AY,1,100,-0.141
1759437224.409258,152519.000,21732,3,AY,1,100,-0.134
1759437224.449259,152559.000,21732,3,AY,1,100,-0.135
1759437224.496259,152606.000,21749,2,AY,1,100,-0.135
1759437224.543260,152653.000,21749,2,AY,1,100,-0.138
1759437224.583261,152693.000,21764,3,AY,1,100,-0.135
1759437224.623262,152733.000,21764,3,AY,1,100,-0.136
1759437224.663263,152773.000,21764,3,AY,1,100,-0.136
1759437224.703264,152813.000,21779,2,AY,1,100,-0.136
1759437224.743264,152853.000,21779,2,AY,1,100,-0.135
1759437224.782932,152892.667,21794,3,AY,1,100,-0.136
1759437224.822599,152932.333,21794,3,AY,1,100,-0.135
1759437224.862267,152972.000,21794,3,AY,1,100,-0.135
1759437224.902768,153012.500,21811,2,AY,1,100,-0.134
1759437224.943269,153053.000,21811,2,AY,1,100,-0.136
1759437224.982936,153092.667,21826,3,AY,1,100,-0.134
1759437225.022604,153132.333,21826,3,AY,1,100,-0.136
1759437225.062271,153172.000,21826,3,AY,1,100,-0.134
1759437225.102272,153212.000,21841,2,AY,1,100,-0.137
1759437225.142273,153252.000,21841,2,AY,1,100,-0.136
1759437225.182273,153292.000,21857,3,AY,1,100,-0.134
1759437225.222274,153332.000,21857,3,AY,1,100,-0.138
1759437225.262275,153372.000,21857,3,AY,1,100,-0.136
1759437225.302276,153412.000,21873,6,AY,1,100,-0.137
1759437225.342277,153452.000,21873,6,AY,1,100,-0.135
1759437225.382277,153492.000,21873,6,AY,1,100,-0.137
1759437225.422278,153532.000,21873,6,AY,1,100,-0.137
1759437225.462279,153572.000,21873,6,AY,1,100,-0.136
1759437225.502280,153612.000,21873,6,AY,1,100,-0.130
1759437225.548781,153658.500,21889,2,AY,1,100,-0.139
1759437225.595282,153705.000,21889,2,AY,1,100,-0.130
1759437225.635283,153745.000,21904,3,AY,1,100,-0.137
1759437225.675283,153785.000,21904,3,AY,1,100,-0.138
1759437225.715284,153825.000,21904,3,AY,1,100,-0.138
1759437225.755785,153865.500,21919,2,AY,1,100,-0.135
1759437225.796286,153906.000,21919,2,AY,1,100,-0.137
1759437225.836287,153946.000,21936,3,AY,1,100,-0.137
1759437225.876288,153986.000,21936,3,AY,1,100,-0.133
1759437225.916288,154026.000,21936,3,AY,1,100,-0.134
1759437225.956289,154066.000,21951,2,AY,1,100,-0.135
1759437225.996290,154106.000,21951,2,AY,1,100,-0.137
1759437226.036291,154146.000,21966,3,AY,1,100,-0.135
1759437226.076292,154186.000,21966,3,AY,1,100,-0.135
1759437226.116292,154226.000,21966,3,AY,1,100,-0.134
1759437226.156293,154266.000,21982,2,AY,1,100,-0.134
1759437226.196294,154306.000,21982,2,AY,1,100,-0.136
1759437226.236295,154346.000,21998,3,AY,1,100,-0.136
1759437226.276296,154386.000,21998,3,AY,1,100,-0.136
1759437226.316297,154426.000,21998,3,AY,1,100,-0.133
1759437226.356297,154466.000,22015,2,AY,1,100,-0.135
1759437226.396298,154506.000,22015,2,AY,1,100,-0.141
1759437226.436299,154546.000,22030,3,AY,1,100,-0.137
1759437226.476300,154586.000,22030,3,AY,1,100,-0.136
1759437226.516301,154626.000,22030,3,AY,1,100,-0.129
1759437226.556302,154666.000,22046,2,AY,1,100,-0.139
1759437226.596302,154706.000,22046,2,AY,1,100,-0.142
1759437226.640303,154750.000,22062,3,AY,1,100,-0.133
1759437226.684304,154794.000,22062,3,AY,1,100,-0.129
1759437226.728305,154838.000,22062,3,AY,1,100,-0.139
1759437226.768306,154878.000,22077,2,AY,1,100,-0.137
1759437226.808307,154918.000,22077,2,AY,1,100,-0.136
1759437226.848307,154958.000,22095,3,AY,1,100,-0.139
1759437226.888308,154998.000,22095,3,AY,1,100,-0.136
1759437226.928309,155038.000,22095,3,AY,1,100,-0.134
1759437226.968310,155078.000,22110,2,AY,1,100,-0.136
1759437227.008311,155118.000,22110,2,AY,1,100,-0.143
1759437227.048311,155158.000,22126,3,AY,1,100,-0.139
1759437227.088312,155198.000,22126,3,AY,1,100,-0.135
1759437227.128313,155238.000,22126,3,AY,1,100,-0.137
1759437227.168314,155278.000,22142,2,AY,1,100,-0.137
1759437227.208315,155318.000,22142,2,AY,1,100,-0.131
1759437227.248316,155358.000,22158,3,AY,1,100,-0.138
1759437227.288316,155398.000,22158,3,AY,1,100,-0.135
1759437227.328317,155438.000,22158,3,AY,1,100,-0.132
1759437227.368318,155478.000,22172,2,AY,1,100,-0.139
1759437227.408319,155518.000,22172,2,AY,1,100,-0.135
1759437227.448320,155558.000,22189,3,AY,1,100,-0.128
1759437227.488321,155598.000,22189,3,AY,1,100,-0.145
1759437227.528321,155638.000,22189,3,AY,1,100,-0.134
1759437227.568322,155678.000,22204,2,AY,1,100,-0.131
1759437227.608323,155718.000,22204,2,AY,1,100,-0.143
1759437227.652991,155762.667,22222,3,AY,1,100,-0.139
1759437227.697658,155807.333,22222,3,AY,1,100,-0.134
1759437227.742326,155852.000,22222,3,AY,1,100,-0.132
1759437227.782326,155892.000,22236,2,AY,1,100,-0.140
1759437227.822327,155932.000,22236,2,AY,1,100,-0.133
1759437227.862328,155972.000,22253,3,AY,1,100,-0.127
1759437227.902329,156012.000,22253,3,AY,1,100,-0.138
1759437227.942330,156052.000,22253,3,AY,1,100,-0.140
1759437227.982331,156092.000,22268,2,AY,1,100,-0.134
1759437228.022331,156132.000,22268,2,AY,1,100,-0.135
1759437228.062332,156172.000,22284,3,AY,1,100,-0.135
1759437228.102333,156212.000,22284,3,AY,1,100,-0.136
1759437228.142334,156252.000,22284,3,AY,1,100,-0.143
1759437228.181835,156291.500,22299,2,AY,1,100,-0.144
1759437228.221335,156331.000,22299,2,AY,1,100,-0.134
1759437228.261670,156371.333,22317,3,AY,1,100,-0.134
1759437228.302004,156411.667,22317,3,AY,1,100,-0.136
1759437228.342338,156452.000,22317,3,AY,1,100,-0.136
1759437228.381839,156491.500,22332,2,AY,1,100,-0.137
1759437228.421340,156531.000,22332,2,AY,1,100,-0.137
1759437228.461674,156571.333,22349,3,AY,1,100,-0.136
1759437228.502008,156611.667,22349,3,AY,1,100,-0.137
1759437228.542342,156652.000,22349,3,AY,1,100,-0.137
1759437228.581843,156691.500,22363,2,AY,1,100,-0.136
1759437228.621344,156731.000,22363,2,AY,1,100,-0.135
1759437228.666011,156775.667,22379,3,AY,1,100,-0.138
1759437228.710679,156820.333,22379,3,AY,1,100,-0.132
1759437228.755346,156865.000,22379,3,AY,1,100,-0.138
1759437228.795347,156905.000,22394,2,AY,1,100,-0.137
1759437228.835348,156945.000,22394,2,AY,1,100,-0.134
1759437228.875349,156985.000,22413,3,AY,1,100,-0.134
1759437228.915350,157025.000,22413,3,AY,1,100,-0.135
1759437228.955350,157065.000,22413,3,AY,1,100,-0.135
1759437228.995351,157105.000,22427,2,AY,1,100,-0.137
1759437229.035352,157145.000,22427,2,AY,1,100,-0.134
1759437229.075353,157185.000,22443,3,AY,1,100,-0.134
1759437229.115354,157225.000,22443,3,AY,1,100,-0.135
1759437229.155354,157265.000,22443,3,AY,1,100,-0.139
1759437229.195355,157305.000,22460,3,AY,1,100,-0.137
1759437229.235356,157345.000,22460,3,AY,1,100,-0.135
1759437229.275357,157385.000,22460,3,AY,1,100,-0.137
1759437229.315358,157425.000,22476,3,AY,1,100,-0.136
1759437229.355359,157465.000,22476,3,AY,1,100,-0.136
1759437229.395360,157505.000,22476,3,AY,1,100,-0.140
1759437229.435360,157545.000,22491,3,AY,1,100,-0.135
1759437229.475361,157585.000,22491,3,AY,1,100,-0.136
1759437229.515362,157625.000,22491,3,AY,1,100,-0.137
1759437229.555363,157665.000,22508,2,AY,1,100,-0.137
1759437229.595364,157705.000,22508,2,AY,1,100,-0.138
1759437229.635364,157745.000,22522,2,AY,1,100,-0.137
1759437229.675365,157785.000,22522,2,AY,1,100,-0.136
1759437229.720033,157829.667,22538,3,AY,1,100,-0.137
1759437229.764700,157874.333,22538,3,AY,1,100,-0.139
1759437229.809368,157919.000,22538,3,AY,1,100,-0.135
1759437229.849369,157959.000,22554,2,AY,1,100,-0.136
1759437229.889369,157999.000,22554,2,AY,1,100,-0.135
1759437229.929370,158039.000,22570,3,AY,1,100,-0.138
1759437229.969371,158079.000,22570,3,AY,1,100,-0.139
1759437230.009372,158119.000,22570,3,AY,1,100,-0.138
1759437230.049373,158159.000,22584,2,AY,1,100,-0.136
1759437230.089374,158199.000,22584,2,AY,1,100,-0.135
1759437230.129375,158239.000,22601,3,AY,1,100,-0.135
1759437230.169375,158279.000,22601,3,AY,1,100,-0.136
1759437230.209376,158319.000,22601,3,AY,1,100,-0.135
1759437230.249377,158359.000,22616,3,AY,1,100,-0.137
1759437230.289378,158399.000,22616,3,AY,1,100,-0.139
1759437230.329379,158439.000,22616,3,AY,1,100,-0.138
1759437230.369379,158479.000,22632,2,AY,1,100,-0.137
1759437230.409380,158519.000,22632,2,AY,1,100,-0.135
1759437230.449381,158559.000,22646,3,AY,1,100,-0.138
1759437230.489382,158599.000,22646,3,AY,1,100,-0.137
1759437230.529383,158639.000,22646,3,AY,1,100,-0.135
1759437230.569383,158679.000,22663,2,AY,1,100,-0.135
1759437230.609384,158719.000,22663,2,AY,1,100,-0.139
1759437230.649385,158759.000,22679,3,AY,1,100,-0.137
1759437230.689386,158799.000,22679,3,AY,1,100,-0.135
1759437230.729387,158839.000,22679,3,AY,1,100,-0.135
1759437230.775388,158885.000,22695,2,AY,1,100,-0.140
1759437230.821388,158931.000,22695,2,AY,1,100,-0.139
1759437230.861389,158971.000,22711,2,AY,1,100,-0.137
1759437230.901390,159011.000,22711,2,AY,1,100,-0.137
1759437230.941391,159051.000,22726,3,AY,1,100,-0.139
1759437230.981392,159091.000,22726,3,AY,1,100,-0.136
1759437231.021393,159131.000,22726,3,AY,1,100,-0.135
1759437231.061393,159171.000,22741,3,AY,1,100,-0.138
1759437231.101394,159211.000,22741,3,AY,1,100,-0.134
1759437231.141395,159251.000,22741,3,AY,1,100,-0.138
1759437231.181396,159291.000,22758,2,AY,1,100,-0.137
1759437231.221397,159331.000,22758,2,AY,1,100,-0.135
1759437231.261398,159371.000,22775,3,AY,1,100,-0.136
1759437231.301398,159411.000,22775,3,AY,1,100,-0.139
1759437231.341399,159451.000,22775,3,AY,1,100,-0.135
1759437231.381400,159491.000,22790,2,AY,1,100,-0.136
1759437231.421401,159531.000,22790,2,AY,1,100,-0.135
1759437231.461402,159571.000,22806,3,AY,1,100,-0.136
1759437231.501402,159611.000,22806,3,AY,1,100,-0.139
1759437231.541403,159651.000,22806,3,AY,1,100,-0.134
1759437231.581404,159691.000,22822,2,AY,1,100,-0.138
1759437231.621405,159731.000,22822,2,AY,1,100,-0.138
1759437231.661406,159771.000,22839,3,AY,1,100,-0.138
1759437231.701406,159811.000,22839,3,AY,1,100,-0.136
1759437231.741407,159851.000,22839,3,AY,1,100,-0.137
1759437231.787908,159897.500,22854,2,AY,1,100,-0.138
1759437231.834409,159944.000,22854,2,AY,1,100,-0.132
1759437231.874410,159984.000,22870,2,AY,1,100,-0.137
1759437231.914411,160024.000,22870,2,AY,1,100,-0.137
1759437231.954412,160064.000,22886,3,AY,1,100,-0.133
1759437231.994412,160104.000,22886,3,AY,1,100,-0.136
1759437232.034413,160144.000,22886,3,AY,1,100,-0.137
1759437232.074414,160184.000,22903,2,AY,1,100,-0.135
1759437232.114415,160224.000,22903,2,AY,1,100,-0.139
1759437232.154416,160264.000,22919,3,AY,1,100,-0.135
1759437232.194417,160304.000,22919,3,AY,1,100,-0.135
1759437232.234417,160344.000,22919,3,AY,1,100,-0.135
1759437232.274418,160384.000,22934,3,AY,1,100,-0.137
1759437232.314419,160424.000,22934,3,AY,1,100,-0.137
1759437232.354420,160464.000,22934,3,AY,1,100,-0.135
1759437232.394421,160504.000,22950,2,AY,1,100,-0.137
1759437232.434422,160544.000,22950,2,AY,1,100,-0.139
1759437232.474422,160584.000,22966,3,AY,1,100,-0.139
1759437232.514423,160624.000,22966,3,AY,1,100,-0.135
1759437232.554424,160664.000,22966,3,AY,1,100,-0.137
1759437232.594425,160704.000,22981,2,AY,1,100,-0.135
1759437232.634426,160744.000,22981,2,AY,1,100,-0.133
1759437232.674426,160784.000,22996,3,AY,1,100,-0.139
1759437232.714427,160824.000,22996,3,AY,1,100,-0.135
1759437232.754428,160864.000,22996,3,AY,1,100,-0.135
1759437232.794429,160904.000,23012,2,AY,1,100,-0.138
1759437232.834430,160944.000,23012,2,AY,1,100,-0.135
1759437232.879097,160988.667,23028,3,AY,1,100,-0.136
1759437232.923765,161033.333,23028,3,AY,1,100,-0.139
1759437232.968432,161078.000,23028,3,AY,1,100,-0.136
1759437233.008433,161118.000,23044,2,AY,1,100,-0.134
1759437233.048434,161158.000,23044,2,AY,1,100,-0.137
1759437233.088435,161198.000,23058,3,AY,1,100,-0.134
1759437233.128436,161238.000,23058,3,AY,1,100,-0.138
1759437233.168437,161278.000,23058,3,AY,1,100,-0.138
1759437233.208437,161318.000,23075,2,AY,1,100,-0.135
1759437233.248438,161358.000,23075,2,AY,1,100,-0.140
1759437233.288439,161398.000,23090,3,AY,1,100,-0.135
1759437233.328440,161438.000,23090,3,AY,1,100,-0.139
1759437233.368441,161478.000,23090,3,AY,1,100,-0.135
1759437233.408441,161518.000,23106,2,AY,1,100,-0.135
1759437233.448442,161558.000,23106,2,AY,1,100,-0.139
1759437233.488443,161598.000,23121,3,AY,1,100,-0.135
1759437233.528444,161638.000,23121,3,AY,1,100,-0.138
1759437233.568445,161678.000,23121,3,AY,1,100,-0.136
1759437233.608445,161718.000,23137,2,AY,1,100,-0.136
1759437233.648446,161758.000,23137,2,AY,1,100,-0.136
1759437233.688447,161798.000,23152,3,AY,1,100,-0.137
1759437233.728448,161838.000,23152,3,AY,1,100,-0.136
1759437233.768449,161878.000,23152,3,AY,1,100,-0.137
1759437233.808450,161918.000,23171,2,AY,1,100,-0.136
1759437233.848450,161958.000,23171,2,AY,1,100,-0.136
1759437233.893118,162002.667,23187,3,AY,1,100,-0.136
1759437233.937786,162047.333,23187,3,AY,1,100,-0.135
1759437233.982453,162092.000,23187,3,AY,1,100,-0.134
1759437234.022454,162132.000,23203,2,AY,1,100,-0.135
1759437234.062455,162172.000,23203,2,AY,1,100,-0.138
1759437234.102456,162212.000,23218,3,AY,1,100,-0.138
1759437234.142456,162252.000,23218,3,AY,1,100,-0.136
1759437234.182457,162292.000,23218,3,AY,1,100,-0.138
1759437234.222458,162332.000,23237,2,AY,1,100,-0.135
1759437234.262459,162372.000,23237,2,AY,1,100,-0.136
1759437234.302460,162412.000,23251,3,AY,1,100,-0.135
1759437234.342460,162452.000,23251,3,AY,1,100,-0.138
1759437234.382461,162492.000,23251,3,AY,1,100,-0.135
1759437234.421962,162531.500,23267,2,AY,1,100,-0.135
1759437234.461463,162571.000,23267,2,AY,1,100,-0.137
1759437234.501797,162611.333,23283,3,AY,1,100,-0.138
1759437234.542131,162651.667,23283,3,AY,1,100,-0.140
1759437234.582465,162692.000,23283,3,AY,1,100,-0.135
1759437234.622466,162732.000,23299,2,AY,1,100,-0.135
1759437234.662467,162772.000,23299,2,AY,1,100,-0.137
1759437234.702134,162811.667,23313,3,AY,1,100,-0.135
1759437234.741802,162851.333,23313,3,AY,1,100,-0.136
1759437234.781469,162891.000,23313,3,AY,1,100,-0.137
1759437234.821470,162931.000,23330,2,AY,1,100,-0.136
1759437234.861471,162971.000,23330,2,AY,1,100,-0.138
1759437234.901472,163011.000,23345,3,AY,1,100,-0.138
1759437234.941473,163051.000,23345,3,AY,1,100,-0.135
1759437234.981473,163091.000,23345,3,AY,1,100,-0.137
1759437235.027974,163137.500,23361,2,AY,1,100,-0.137
1759437235.074475,163184.000,23361,2,AY,1,100,-0.136
1759437235.114476,163224.000,23376,3,AY,1,100,-0.135
1759437235.154477,163264.000,23376,3,AY,1,100,-0.137
1759437235.194478,163304.000,23376,3,AY,1,100,-0.134
1759437235.234479,163344.000,23392,2,AY,1,100,-0.137
1759437235.274479,163384.000,23392,2,AY,1,100,-0.136
1759437235.314480,163424.000,23407,3,AY,1,100,-0.138
1759437235.354481,163464.000,23407,3,AY,1,100,-0.134
1759437235.394482,163504.000,23407,3,AY,1,100,-0.138
1759437235.434483,163544.000,23423,2,AY,1,100,-0.136
1759437235.474483,163584.000,23423,2,AY,1,100,-0.138
1759437235.514484,163624.000,23439,3,AY,1,100,-0.136
1759437235.554485,163664.000,23439,3,AY,1,100,-0.138
1759437235.594486,163704.000,23439,3,AY,1,100,-0.139
1759437235.634987,163744.500,23456,2,AY,1,100,-0.132
1759437235.675488,163785.000,23456,2,AY,1,100,-0.136
1759437235.715488,163825.000,23471,3,AY,1,100,-0.137
1759437235.755489,163865.000,23471,3,AY,1,100,-0.135
1759437235.795490,163905.000,23471,3,AY,1,100,-0.137
1759437235.835491,163945.000,23488,2,AY,1,100,-0.138
1759437235.875492,163985.000,23488,2,AY,1,100,-0.135
1759437235.915493,164025.000,23503,3,AY,1,100,-0.136
1759437235.955493,164065.000,23503,3,AY,1,100,-0.137
1759437235.995494,164105.000,23503,3,AY,1,100,-0.135
1759437236.041495,164151.000,23518,2,AY,1,100,-0.136
1759437236.087496,164197.000,23518,2,AY,1,100,-0.137
1759437236.127497,164237.000,23534,3,AY,1,100,-0.135
1759437236.167498,164277.000,23534,3,AY,1,100,-0.134
1759437236.207499,164317.000,23534,3,AY,1,100,-0.137
1759437236.247499,164357.000,23550,2,AY,1,100,-0.137
1759437236.287500,164397.000,23550,2,AY,1,100,-0.135
1759437236.327501,164437.000,23565,3,AY,1,100,-0.135
1759437236.367502,164477.000,23565,3,AY,1,100,-0.135
1759437236.407503,164517.000,23565,3,AY,1,100,-0.138
1759437236.447503,164557.000,23580,2,AY,1,100,-0.136
1759437236.487504,164597.000,23580,2,AY,1,100,-0.137
1759437236.527505,164637.000,23596,3,AY,1,100,-0.136
1759437236.567506,164677.000,23596,3,AY,1,100,-0.135
1759437236.607507,164717.000,23596,3,AY,1,100,-0.138
1759437236.647507,164757.000,23612,2,AY,1,100,-0.134
1759437236.687508,164797.000,23612,2,AY,1,100,-0.136
1759437236.727509,164837.000,23627,3,AY,1,100,-0.134
1759437236.767510,164877.000,23627,3,AY,1,100,-0.138
1759437236.807511,164917.000,23627,3,AY,1,100,-0.138
1759437236.847512,164957.000,23645,2,AY,1,100,-0.136
1759437236.887512,164997.000,23645,2,AY,1,100,-0.137
1759437236.927513,165037.000,23660,3,AY,1,100,-0.137
1759437236.967514,165077.000,23660,3,AY,1,100,-0.135
1759437237.007515,165117.000,23660,3,AY,1,100,-0.135
1759437237.054516,165164.000,23676,2,AY,1,100,-0.135
1759437237.101517,165211.000,23676,2,AY,1,100,-0.137
1759437237.141518,165251.000,23692,3,AY,1,100,-0.136
1759437237.181518,165291.000,23692,3,AY,1,100,-0.135
1759437237.221519,165331.000,23692,3,AY,1,100,-0.136
1759437237.261520,165371.000,23707,2,AY,1,100,-0.138
1759437237.301521,165411.000,23707,2,AY,1,100,-0.134
1759437237.341522,165451.000,23722,3,AY,1,100,-0.139
1759437237.381522,165491.000,23722,3,AY,1,100,-0.136
1759437237.421523,165531.000,23722,3,AY,1,100,-0.136
1759437237.461524,165571.000,23738,2,AY,1,100,-0.138
1759437237.501525,165611.000,23738,2,AY,1,100,-0.137
1759437237.541526,165651.000,23754,3,AY,1,100,-0.136
1759437237.581527,165691.000,23754,3,AY,1,100,-0.138
1759437237.621527,165731.000,23754,3,AY,1,100,-0.137
1759437237.661528,165771.000,23769,2,AY,1,100,-0.135
1759437237.701529,165811.000,23769,2,AY,1,100,-0.136
1759437237.741530,165851.000,23784,3,AY,1,100,-0.137
1759437237.781531,165891.000,23784,3,AY,1,100,-0.137
1759437237.821532,165931.000,23784,3,AY,1,100,-0.136
1759437237.861532,165971.000,23801,2,AY,1,100,-0.137
1759437237.901533,166011.000,23801,2,AY,1,100,-0.133
1759437237.941534,166051.000,23816,3,AY,1,100,-0.136
1759437237.981535,166091.000,23816,3,AY,1,100,-0.137
1759437238.021536,166131.000,23816,3,AY,1,100,-0.138
1759437238.068037,166177.500,23832,2,AY,1,100,-0.137
1759437238.114537,166224.000,23832,2,AY,1,100,-0.135
1759437238.154538,166264.000,23849,3,AY,1,100,-0.137
1759437238.194539,166304.000,23849,3,AY,1,100,-0.137
