LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1759437230.874390,158984.000,22707,1,EA,1,100,0.076895
1759437230.940891,159050.500,22723,2,EA,1,100,0.076902
1759437231.007392,159117.000,22723,2,EA,1,100,0.076912
1759437231.074394,159184.000,22737,2,EA,1,100,0.076918
1759437231.141395,159251.000,22737,2,EA,1,100,0.076940
1759437231.207397,159317.000,22754,1,EA,1,100,0.076963
1759437231.273898,159383.500,22771,2,EA,1,100,0.076959
1759437231.340399,159450.000,22771,2,EA,1,100,0.076950
1759437231.407401,159517.000,22787,1,EA,1,100,0.076955
1759437231.473902,159583.500,22802,2,EA,1,100,0.076968
1759437231.540403,159650.000,22802,2,EA,1,100,0.076983
1759437231.607405,159717.000,22818,1,EA,1,100,0.076997
1759437231.673906,159783.500,22835,2,EA,1,100,0.076997
1759437231.740407,159850.000,22835,2,EA,1,100,0.076989
1759437231.807409,159917.000,22851,1,EA,1,100,0.076992
1759437231.873910,159983.500,22866,2,EA,1,100,0.077004
1759437231.940411,160050.000,22866,2,EA,1,100,0.077018
1759437232.007413,160117.000,22882,1,EA,1,100,0.077033
1759437232.073914,160183.500,22899,2,EA,1,100,0.077031
1759437232.140415,160250.000,22899,2,EA,1,100,0.077024
1759437232.207417,160317.000,22916,1,EA,1,100,0.077017
1759437232.273918,160383.500,22930,2,EA,1,100,0.077014
1759437232.340420,160450.000,22930,2,EA,1,100,0.077007
1759437232.407421,160517.000,22946,1,EA,1,100,0.077010
1759437232.473922,160583.500,22962,2,EA,1,100,0.077009
1759437232.540424,160650.000,22962,2,EA,1,100,0.077006
1759437232.607425,160717.000,22978,1,EA,1,100,0.077008
1759437232.673926,160783.500,22992,2,EA,1,100,0.077015
1759437232.740428,160850.000,22992,2,EA,1,100,0.077017
1759437232.807429,160917.000,23008,1,EA,1,100,0.077024
1759437232.873930,160983.500,23024,2,EA,1,100,0.077031
1759437232.940432,161050.000,23024,2,EA,1,100,0.077044
1759437233.007433,161117.000,23040,1,EA,1,100,0.077055
1759437233.073935,161183.500,23055,2,EA,1,100,0.077062
1759437233.140436,161250.000,23055,2,EA,1,100,0.077080
1759437233.207437,161317.000,23071,2,EA,1,100,0.077104
1759437233.274439,161384.000,23071,2,EA,1,100,0.077119
1759437233.340440,161450.000,23086,1,EA,1,100,0.077120
1759437233.407441,161517.000,23102,2,EA,1,100,0.077124
1759437233.474443,161584.000,23102,2,EA,1,100,0.077139
1759437233.540444,161650.000,23118,1,EA,1,100,0.077163
1759437233.607445,161717.000,23133,2,EA,1,100,0.077187
1759437233.674447,161784.000,23133,2,EA,1,100,0.077206
1759437233.740448,161850.000,23148,1,EA,1,100,0.077217
1759437233.807450,161917.000,23167,2,EA,1,100,0.077206
1759437233.874451,161984.000,23167,2,EA,1,100,0.077207
1759437233.940452,162050.000,23184,1,EA,1,100,0.077210
1759437234.007454,162117.000,23199,2,EA,1,100,0.077230
1759437234.074455,162184.000,23199,2,EA,1,100,0.077253
1759437234.140456,162250.000,23214,1,EA,1,100,0.077257
1759437234.207458,162317.000,23233,2,EA,1,100,0.077251
1759437234.274459,162384.000,23233,2,EA,1,100,0.077241
1759437234.340460,162450.000,23248,1,EA,1,100,0.077231
1759437234.407462,162517.000,23263,2,EA,1,100,0.077238
1759437234.474463,162584.000,23263,2,EA,1,100,0.077236
1759437234.540464,162650.000,23279,1,EA,1,100,0.077234
1759437234.606966,162716.500,23295,2,EA,1,100,0.077232
1759437234.673467,162783.000,23295,2,EA,1,100,0.077233
1759437234.740469,162850.000,23310,1,EA,1,100,0.077240
1759437234.806970,162916.500,23326,2,EA,1,100,0.077245
1759437234.873471,162983.000,23326,2,EA,1,100,0.077254
1759437234.940473,163050.000,23341,1,EA,1,100,0.077261
1759437235.006974,163116.500,23357,2,EA,1,100,0.077281
1759437235.073475,163183.000,23357,2,EA,1,100,0.077295
1759437235.140477,163250.000,23372,1,EA,1,100,0.077304
1759437235.206978,163316.500,23389,2,EA,1,100,0.077318
1759437235.273479,163383.000,23389,2,EA,1,100,0.077331
1759437235.340481,163450.000,23403,1,EA,1,100,0.077345
1759437235.406982,163516.500,23419,2,EA,1,100,0.077358
1759437235.473484,163583.000,23419,2,EA,1,100,0.077373
1759437235.540485,163650.000,23435,1,EA,1,100,0.077384
1759437235.606986,163716.500,23453,2,EA,1,100,0.077392
1759437235.673488,163783.000,23453,2,EA,1,100,0.077391
1759437235.740489,163850.000,23467,2,EA,1,100,0.077398
1759437235.807490,163917.000,23467,2,EA,1,100,0.077409
1759437235.873492,163983.000,23484,1,EA,1,100,0.077417
1759437235.940493,164050.000,23499,2,EA,1,100,0.077421
1759437236.007494,164117.000,23499,2,EA,1,100,0.077428
1759437236.073496,164183.000,23515,1,EA,1,100,0.077441
1759437236.140497,164250.000,23530,2,EA,1,100,0.077456
1759437236.207499,164317.000,23530,2,EA,1,100,0.077472
1759437236.273500,164383.000,23546,1,EA,1,100,0.077507
1759437236.340501,164450.000,23561,2,EA,1,100,0.077562
1759437236.407503,164517.000,23561,2,EA,1,100,0.077623
1759437236.473504,164583.000,23577,1,EA,1,100,0.077684
1759437236.540505,164650.000,23592,2,EA,1,100,0.077729
1759437236.607507,164717.000,23592,2,EA,1,100,0.077753
1759437236.673508,164783.000,23608,1,EA,1,100,0.077782
1759437236.740510,164850.000,23623,2,EA,1,100,0.077812
1759437236.807511,164917.000,23623,2,EA,1,100,0.077828
1759437236.873512,164983.000,23642,1,EA,1,100,0.077841
1759437236.940513,165050.000,23656,2,EA,1,100,0.077845
1759437237.007515,165117.000,23656,2,EA,1,100,0.077850
1759437237.073516,165183.000,23672,1,EA,1,100,0.077854
1759437237.140517,165250.000,23688,2,EA,1,100,0.077868
1759437237.207519,165317.000,23688,2,EA,1,100,0.077890
1759437237.273520,165383.000,23704,1,EA,1,100,0.077922
1759437237.340522,165450.000,23718,2,EA,1,100,0.077956
1759437237.407523,165517.000,23718,2,EA,1,100,0.077989
1759437237.473524,165583.000,23734,1,EA,1,100,0.078012
1759437237.540526,165650.000,23750,2,EA,1,100,0.078037
1759437237.607527,165717.000,23750,2,EA,1,100,0.078069
1759437237.673528,165783.000,23766,1,EA,1,100,0.078117
1759437237.740530,165850.000,23780,2,EA,1,100,0.078410
1759437237.807531,165917.000,23780,2,EA,1,100,0.078725
1759437237.873533,165983.000,23797,1,EA,1,100,0.078892
1759437237.940034,166049.500,23812,2,EA,1,100,0.078978
1759437238.006535,166116.000,23812,2,EA,1,100,0.079041
1759437238.073537,166183.000,23828,1,EA,1,100,0.079094
1759437238.140038,166249.500,23846,2,EA,1,100,0.079126
1759437238.206539,166316.000,23846,2,EA,1,100,0.079142
1759437238.273541,166383.000,23861,2,EA,1,100,0.079154
1759437238.340542,166450.000,23861,2,EA,1,100,0.079173
1759437238.406543,166516.000,23876,1,EA,1,100,0.079199
1759437238.473545,166583.000,23893,2,EA,1,100,0.079213
1759437238.540546,166650.000,23893,2,EA,1,100,0.079236
1759437238.606548,166716.000,23908,1,EA,1,100,0.079265
1759437238.673549,166783.000,23923,2,EA,1,100,0.079285
1759437238.740550,166850.000,23923,2,EA,1,100,0.079303
1759437238.806551,166916.000,23938,1,EA,1,100,0.079331
1759437238.873553,166983.000,23957,2,EA,1,100,0.079339
1759437238.940554,167050.000,23957,2,EA,1,100,0.079337
1759437239.006556,167116.000,23972,1,EA,1,100,0.079347
1759437239.073557,167183.000,23987,2,EA,1,100,0.079347
1759437239.140558,167250.000,23987,2,EA,1,100,0.079338
1759437239.206560,167316.000,24003,1,EA,1,100,0.079329
1759437239.273561,167383.000,24019,2,EA,1,100,0.079325
1759437239.340563,167450.000,24019,2,EA,1,100,0.079326
1759437239.406564,167516.000,24034,1,EA,1,100,0.079335
1759437239.473565,167583.000,24050,2,EA,1,100,0.079354
1759437239.540566,167650.000,24050,2,EA,1,100,0.079371
1759437239.606568,167716.000,24065,1,EA,1,100,0.079417
1759437239.673569,167783.000,24083,2,EA,1,100,0.079438
1759437239.740571,167850.000,24083,2,EA,1,100,0.079440
1759437239.806572,167916.000,24098,1,EA,1,100,0.079436
1759437239.873573,167983.000,24114,2,EA,1,100,0.079428
1759437239.940575,168050.000,24114,2,EA,1,100,0.079410
1759437240.006576,168116.000,24129,1,EA,1,100,0.079425
1759437240.073577,168183.000,24145,2,EA,1,100,0.079443
1759437240.140579,168250.000,24145,2,EA,1,100,0.079443
1759437240.206580,168316.000,24161,1,EA,1,100,0.079450
1759437240.273582,168383.000,24176,2,EA,1,100,0.079459
1759437240.340583,168450.000,24176,2,EA,1,100,0.079470
1759437240.406584,168516.000,24191,1,EA,1,100,0.079482
1759437240.473586,168583.000,24208,2,EA,1,100,0.079489
1759437240.540587,168650.000,24208,2,EA,1,100,0.079496
1759437240.606588,168716.000,24223,1,EA,1,100,0.079492
1759437240.673590,168783.000,24239,2,EA,1,100,0.079496
1759437240.740591,168850.000,24239,2,EA,1,100,0.079485
1759437240.807092,168916.500,24254,2,EA,1,100,0.079478
1759437240.873594,168983.000,24254,2,EA,1,100,0.079461
1759437240.940595,169050.000,24270,1,EA,1,100,0.079436
1759437241.007097,169116.500,24285,2,EA,1,100,0.079406
1759437241.073598,169183.000,24285,2,EA,1,100,0.079381
1759437241.140599,169250.000,24301,1,EA,1,100,0.079350
1759437241.207101,169316.500,24316,2,EA,1,100,0.079330
1759437241.273602,169383.000,24316,2,EA,1,100,0.079330
1759437241.339603,169449.000,24332,1,EA,1,100,0.079319
1759437241.406605,169516.000,24347,2,EA,1,100,0.079297
1759437241.473606,169583.000,24347,2,EA,1,100,0.079295
1759437241.539607,169649.000,24364,1,EA,1,100,0.079317
1759437241.606609,169716.000,24378,2,EA,1,100,0.079395
1759437241.673610,169783.000,24378,2,EA,1,100,0.079357
1759437241.739611,169849.000,24394,1,EA,1,100,0.079316
1759437241.806613,169916.000,24410,2,EA,1,100,0.079285
1759437241.873614,169983.000,24410,2,EA,1,100,0.079288
1759437241.939615,170049.000,24426,1,EA,1,100,0.079351
1759437242.006617,170116.000,24440,2,EA,1,100,0.079424
1759437242.073618,170183.000,24440,2,EA,1,100,0.079518
1759437242.139620,170249.000,24456,1,EA,1,100,0.079567
1759437242.206621,170316.000,24472,2,EA,1,100,0.079590
1759437242.273622,170383.000,24472,2,EA,1,100,0.079632
1759437242.339624,170449.000,24488,1,EA,1,100,0.079712
1759437242.406625,170516.000,24502,2,EA,1,100,0.079763
1759437242.473626,170583.000,24502,2,EA,1,100,0.079828
1759437242.539628,170649.000,24519,1,EA,1,100,0.079879
1759437242.606629,170716.000,24534,2,EA,1,100,0.079969
1759437242.673630,170783.000,24534,2,EA,1,100,0.080184
1759437242.739632,170849.000,24550,1,EA,1,100,0.080482
1759437242.806633,170916.000,24565,2,EA,1,100,0.080610
1759437242.873635,170983.000,24565,2,EA,1,100,0.080650
1759437242.939636,171049.000,24581,1,EA,1,100,0.080659
1759437243.006637,171116.000,24598,2,EA,1,100,0.080657
1759437243.073639,171183.000,24598,2,EA,1,100,0.080656
1759437243.139640,171249.000,24614,1,EA,1,100,0.080638
1759437243.206641,171316.000,24630,2,EA,1,100,0.080625
1759437243.273643,171383.000,24630,2,EA,1,100,0.080607
1759437243.340144,171449.500,24645,2,EA,1,100,0.080593
1759437243.406646,171516.000,24645,2,EA,1,100,0.080595
1759437243.473647,171583.000,24660,1,EA,1,100,0.080604
1759437243.540148,171649.500,24677,2,EA,1,100,0.080849
1759437243.606650,171716.000,24677,2,EA,1,100,0.081116
1759437243.673651,171783.000,24694,1,EA,1,100,0.080958
1759437243.740152,171849.500,24709,2,EA,1,100,0.080539
1759437243.806654,171916.000,24709,2,EA,1,100,0.080311
1759437243.873655,171983.000,24725,1,EA,1,100,0.080192
1759437243.940156,172049.500,24743,2,EA,1,100,0.080105
1759437244.006658,172116.000,24743,2,EA,1,100,0.080048
1759437244.073659,172183.000,24758,1,EA,1,100,0.080006
1759437244.140161,172249.500,24774,2,EA,1,100,0.079977
1759437244.206662,172316.000,24774,2,EA,1,100,0.079948
1759437244.273663,172383.000,24789,1,EA,1,100,0.079923
1759437244.340164,172449.500,24805,2,EA,1,100,0.079905
1759437244.406666,172516.000,24805,2,EA,1,100,0.079896
1759437244.473667,172583.000,24820,1,EA,1,100,0.079886
1759437244.540002,172649.333,24837,3,EA,1,100,0.079881
1759437244.606337,172715.667,24837,3,EA,1,100,0.079885
1759437244.672671,172782.000,24837,3,EA,1,100,0.079905
1759437244.739673,172849.000,24853,1,EA,1,100,0.079909
1759437244.806174,172915.500,24868,2,EA,1,100,0.079901
1759437244.872675,172982.000,24868,2,EA,1,100,0.079900
1759437244.939677,173049.000,24884,1,EA,1,100,0.079897
1759437245.006178,173115.500,24899,2,EA,1,100,0.079900
1759437245.072680,173182.000,24899,2,EA,1,100,0.079887
1759437245.139681,173249.000,24915,1,EA,1,100,0.079866
1759437245.206182,173315.500,24930,2,EA,1,100,0.079833
1759437245.272684,173382.000,24930,2,EA,1,100,0.079810
1759437245.339685,173449.000,24946,1,EA,1,100,0.079809
1759437245.406186,173515.500,24961,2,EA,1,100,0.079786
1759437245.472688,173582.000,24961,2,EA,1,100,0.079762
1759437245.539689,173649.000,24978,1,EA,1,100,0.079731
1759437245.606190,173715.500,24993,2,EA,1,100,0.079709
1759437245.672692,173782.000,24993,2,EA,1,100,0.079685
1759437245.739693,173849.000,25008,2,EA,1,100,0.079665
1759437245.806695,173916.000,25008,2,EA,1,100,0.079646
1759437245.872696,173982.000,25024,1,EA,1,100,0.079627
1759437245.939697,174049.000,25040,2,EA,1,100,0.079608
1759437246.006699,174116.000,25040,2,EA,1,100,0.079586
1759437246.072700,174182.000,25055,1,EA,1,100,0.079564
1759437246.139701,174249.000,25071,2,EA,1,100,0.079551
1759437246.206703,174316.000,25071,2,EA,1,100,0.079531
1759437246.272704,174382.000,25086,1,EA,1,100,0.079518
1759437246.339705,174449.000,25102,2,EA,1,100,0.079511
1759437246.406707,174516.000,25102,2,EA,1,100,0.079500
1759437246.472708,174582.000,25117,1,EA,1,100,0.079488
1759437246.539709,174649.000,25133,2,EA,1,100,0.079474
1759437246.606711,174716.000,25133,2,EA,1,100,0.079466
1759437246.672712,174782.000,25148,1,EA,1,100,0.079457
1759437246.739713,174849.000,25164,2,EA,1,100,0.079456
1759437246.806715,174916.000,25164,2,EA,1,100,0.079460
1759437246.872716,174982.000,25180,1,EA,1,100,0.079459
1759437246.939718,175049.000,25195,2,EA,1,100,0.079463
1759437247.006719,175116.000,25195,2,EA,1,100,0.079464
1759437247.072720,175182.000,25210,1,EA,1,100,0.079451
1759437247.139722,175249.000,25227,2,EA,1,100,0.079448
1759437247.206723,175316.000,25227,2,EA,1,100,0.079458
1759437247.272724,175382.000,25242,1,EA,1,100,0.079473
1759437247.339726,175449.000,25257,2,EA,1,100,0.079480
1759437247.406727,175516.000,25257,2,EA,1,100,0.079473
1759437247.472728,175582.000,25272,1,EA,1,100,0.079470
1759437247.539730,175649.000,25289,2,EA,1,100,0.079467
1759437247.606731,175716.000,25289,2,EA,1,100,0.079461
1759437247.672733,175782.000,25304,1,EA,1,100,0.079454
1759437247.739734,175849.000,25320,2,EA,1,100,0.079452
1759437247.806735,175916.000,25320,2,EA,1,100,0.079450
1759437247.873237,175982.500,25335,2,EA,1,100,0.079449
1759437247.939738,176049.000,25335,2,EA,1,100,0.079447
1759437248.005739,176115.000,25351,1,EA,1,100,0.079448
1759437248.072741,176182.000,25366,2,EA,1,100,0.079451
1759437248.139742,176249.000,25366,2,EA,1,100,0.079454
1759437248.205744,176315.000,25383,1,EA,1,100,0.079467
1759437248.272745,176382.000,25397,2,EA,1,100,0.079475
1759437248.339746,176449.000,25397,2,EA,1,100,0.079475
1759437248.405747,176515.000,25413,1,EA,1,100,0.079470
1759437248.472749,176582.000,25429,2,EA,1,100,0.079468
1759437248.539750,176649.000,25429,2,EA,1,100,0.079466
1759437248.605752,176715.000,25445,1,EA,1,100,0.079464
1759437248.672753,176782.000,25459,2,EA,1,100,0.079460
1759437248.739754,176849.000,25459,2,EA,1,100,0.079452
1759437248.805756,176915.000,25475,1,EA,1,100,0.079463
1759437248.872757,176982.000,25493,2,EA,1,100,0.079466
1759437248.939759,177049.000,25493,2,EA,1,100,0.079462
1759437249.005760,177115.000,25509,1,EA,1,100,0.079460
1759437249.072761,177182.000,25523,2,EA,1,100,0.079457
1759437249.139762,177249.000,25523,2,EA,1,100,0.079452
1759437249.205764,177315.000,25540,1,EA,1,100,0.079456
1759437249.272765,177382.000,25555,2,EA,1,100,0.079453
1759437249.339767,177449.000,25555,2,EA,1,100,0.079447
1759437249.405768,177515.000,25571,1,EA,1,100,0.079443
1759437249.472769,177582.000,25586,2,EA,1,100,0.079445
1759437249.539771,177649.000,25586,2,EA,1,100,0.079448
1759437249.605772,177715.000,25602,1,EA,1,100,0.079450
1759437249.672773,177782.000,25620,2,EA,1,100,0.079449
1759437249.739775,177849.000,25620,2,EA,1,100,0.079454
1759437249.805776,177915.000,25636,1,EA,1,100,0.079464
1759437249.872777,177982.000,25651,2,EA,1,100,0.079478
1759437249.939779,178049.000,25651,2,EA,1,100,0.079490
1759437250.005780,178115.000,25667,1,EA,1,100,0.079491
1759437250.072782,178182.000,25682,2,EA,1,100,0.079489
1759437250.139783,178249.000,25682,2,EA,1,100,0.079491
