LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1759437251.998821,180108.000,25980,1,T1,1,100,30.728
1759437252.132824,180242.000,25995,1,T1,1,100,30.776
1759437252.265826,180375.000,26012,1,T1,1,100,30.832
1759437252.398829,180508.000,26042,1,T1,1,100,30.856
1759437252.532832,180642.000,26058,1,T1,1,100,30.796
1759437252.665834,180775.000,26074,1,T1,1,100,30.805
1759437252.798837,180908.000,26089,1,T1,1,100,30.916
1759437252.932840,181042.000,26120,1,T1,1,100,30.786
1759437253.065843,181175.000,26136,1,T1,1,100,30.801
1759437253.198845,181308.000,26152,1,T1,1,100,30.808
1759437253.332848,181442.000,26184,1,T1,1,100,30.739
1759437253.465851,181575.000,26200,1,T1,1,100,30.852
1759437253.598854,181708.000,26216,1,T1,1,100,30.900
1759437253.731856,181841.000,26246,1,T1,1,100,30.744
1759437253.865859,181975.000,26263,1,T1,1,100,30.677
1759437253.998862,182108.000,26282,1,T1,1,100,30.789
