subject,ppg_stream,ppg_channel_1based,fs,segment,t_start,t_end,t_center,t_rel,window_s,step_s,bandpass,low_hz,high_hz
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63765.247389800614,63775.32626838037,63770.28682909049,290.56679520531907,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63766.25628655534,63776.335165135104,63771.29572584522,291.5756919600535,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63767.265183310075,63777.34406188983,63772.30462259996,292.58458871478797,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63768.2740800648,63778.35295864456,63773.31351935468,293.59348546950787,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63769.28297681954,63779.36185539929,63774.32241610941,294.6023822242423,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63770.291873574264,63780.37075215402,63775.331312864146,295.61127897897677,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63771.30077032899,63781.379648908754,63776.34020961887,296.62017573370395,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63772.309667083726,63782.38854566348,63777.3491063736,297.6290724884311,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63773.31856383845,63783.397442418216,63778.358003128335,298.63796924316557,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63774.32746059319,63784.40633917294,63779.36689988307,299.6468659979,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63775.336357347915,63785.41523592768,63780.375796637796,300.6557627526272,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63776.34525410265,63786.424132682405,63781.38469339252,301.6646595073544,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63777.354150857376,63787.43302943714,63782.39359014726,302.6735562620888,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63778.36304761211,63788.44192619187,63783.40248690199,303.6824530168233,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63779.37194436684,63789.4508229466,63784.41138365672,304.69134977155045,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63780.38084112157,63790.45971970133,63785.42028041145,305.7002465262776,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63781.3897378763,63791.46861645606,63786.42917716618,306.7091432810121,10.0,1.0,True,0.5,8.0
EmotiBit_6,PPG_EmotiBit_6,1,99.11816997508183,med_2,63782.398634631034,63792.47751321079,63787.438073920915,307.7180400357465,10.0,1.0,True,0.5,8.0
