LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MZ
1759437239.282622,174575.000,25518,3,MZ,1,100,-17
1759437239.322624,174615.000,25518,3,MZ,1,100,-16
1759437239.362627,174655.000,25518,3,MZ,1,100,-15
1759437239.402629,174695.000,25532,2,MZ,1,100,-16
1759437239.442631,174735.000,25532,2,MZ,1,100,-15
1759437239.482634,174775.000,25548,3,MZ,1,100,-15
1759437239.522636,174815.000,25548,3,MZ,1,100,-17
1759437239.562638,174855.000,25548,3,MZ,1,100,-16
1759437239.602640,174895.000,25563,2,MZ,1,100,-16
1759437239.642642,174935.000,25563,2,MZ,1,100,-16
1759437239.682645,174975.000,25582,3,MZ,1,100,-16
1759437239.722647,175015.000,25582,3,MZ,1,100,-16
1759437239.762649,175055.000,25582,3,MZ,1,100,-16
1759437239.802652,175095.000,25596,2,MZ,1,100,-16
1759437239.842654,175135.000,25596,2,MZ,1,100,-16
1759437239.882656,175175.000,25612,3,MZ,1,100,-17
1759437239.922658,175215.000,25612,3,MZ,1,100,-17
1759437239.962661,175255.000,25612,3,MZ,1,100,-15
1759437240.002663,175295.000,25629,2,MZ,1,100,-17
1759437240.042665,175335.000,25629,2,MZ,1,100,-16
1759437240.082668,175375.000,25647,3,MZ,1,100,-17
1759437240.122670,175415.000,25647,3,MZ,1,100,-16
1759437240.162672,175455.000,25647,3,MZ,1,100,-16
1759437240.209175,175501.500,25661,2,MZ,1,100,-15
1759437240.255677,175548.000,25661,2,MZ,1,100,-15
1759437240.295680,175588.000,25678,3,MZ,1,100,-16
1759437240.335682,175628.000,25678,3,MZ,1,100,-15
1759437240.375684,175668.000,25678,3,MZ,1,100,-16
1759437240.415687,175708.000,25693,2,MZ,1,100,-16
1759437240.455689,175748.000,25693,2,MZ,1,100,-16
1759437240.495691,175788.000,25709,3,MZ,1,100,-15
1759437240.535693,175828.000,25709,3,MZ,1,100,-16
1759437240.575696,175868.000,25709,3,MZ,1,100,-15
1759437240.615698,175908.000,25723,2,MZ,1,100,-17
1759437240.655700,175948.000,25723,2,MZ,1,100,-16
1759437240.695702,175988.000,25742,3,MZ,1,100,-15
1759437240.735705,176028.000,25742,3,MZ,1,100,-15
1759437240.775707,176068.000,25742,3,MZ,1,100,-16
1759437240.815709,176108.000,25757,2,MZ,1,100,-17
1759437240.855711,176148.000,25757,2,MZ,1,100,-15
1759437240.895714,176188.000,25773,3,MZ,1,100,-17
1759437240.935716,176228.000,25773,3,MZ,1,100,-16
