156928,22678,1,RB,1,100,2025-10-02_16-33-41-332668
156930,22679,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS,MN
156924,22680,1,PI,1,100,163233
156924,22681,1,PR,1,100,132998
156924,22682,1,PG,1,100,10792
156922,22683,1,EA,1,100,0.040087
156922,22684,1,EL,1,100,15057.200195
156924,22685,1,AX,1,100,0.115
156924,22686,1,AY,1,100,-0.634
156924,22687,1,AZ,1,100,0.766
156924,22688,1,GX,1,100,-0.641
156924,22689,1,GY,1,100,0.031
156924,22690,1,GZ,1,100,-0.549
156924,22691,1,MX,1,100,26
156924,22692,1,MY,1,100,-16
156924,22693,1,MZ,1,100,-15
157656,22831,1,SA,1,100,0.000010
157656,22832,1,SR,1,100,0.066667
157817,22833,2,PI,1,100,163227,163239
157817,22834,2,PR,1,100,133030,133018
157817,22835,2,PG,1,100,10763,10765
157789,22836,1,EA,1,100,0.040210
157789,22837,1,EL,1,100,14952.000000
157817,22838,2,AX,1,100,0.127,0.117
157817,22839,2,AY,1,100,-0.641,-0.637
157817,22840,2,AZ,1,100,0.763,0.764
157817,22841,2,GX,1,100,-0.824,-0.397
157817,22842,2,GY,1,100,-1.160,-1.221
157817,22843,2,GZ,1,100,-0.732,-0.366
157817,22844,2,MX,1,100,26,26
157817,22845,2,MY,1,100,-16,-16
157817,22846,2,MZ,1,100,-16,-15
157934,22847,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS,MN
157937,22848,3,PI,1,100,163242,163253,163238
157937,22849,3,PR,1,100,133010,133036,133015
157937,22850,3,PG,1,100,10752,10755,10741
157922,22851,2,EA,1,100,0.040220,0.040227
157922,22852,2,EL,1,100,14943.200195,14936.799805
157849,22853,1,T1,1,100,33.497
157937,22854,3,AX,1,100,0.118,0.122,0.121
157937,22855,3,AY,1,100,-0.633,-0.641,-0.632
157937,22856,3,AZ,1,100,0.764,0.763,0.768
157937,22857,3,GX,1,100,-0.732,-0.305,-0.366
157937,22858,3,GY,1,100,-0.244,-1.678,-1.373
157937,22859,3,GZ,1,100,-0.946,-0.793,-0.946
157937,22860,3,MX,1,100,27,27,27
157937,22861,3,MY,1,100,-16,-15,-17
157937,22862,3,MZ,1,100,-15,-16,-15
157989,22863,1,SF,1,100,95.8991
158017,22864,2,PI,1,100,163242,163267
158017,22865,2,PR,1,100,133026,133019
158017,22866,2,PG,1,100,10743,10741
157989,22867,1,EA,1,100,0.040237
157989,22868,1,EL,1,100,14928.799805
157982,22869,1,T1,1,100,33.428
158017,22870,2,AX,1,100,0.125,0.122
158017,22871,2,AY,1,100,-0.632,-0.636
158017,22872,2,AZ,1,100,0.770,0.765
158017,22873,2,GX,1,100,-0.427,-0.549
158017,22874,2,GY,1,100,-1.251,-1.434
158017,22875,2,GZ,1,100,-1.038,-0.732
158017,22876,2,MX,1,100,27,26
158017,22877,2,MY,1,100,-16,-16
158017,22878,2,MZ,1,100,-17,-15
158139,22879,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS,MN
158137,22880,3,PI,1,100,163266,163263,163283
158137,22881,3,PR,1,100,133028,133025,133022
158137,22882,3,PG,1,100,10757,10744,10749
158122,22883,2,EA,1,100,0.040250,0.040261
158122,22884,2,EL,1,100,14917.599609,14907.799805
158115,22885,1,T1,1,100,33.504
158137,22886,3,AX,1,100,0.120,0.131,0.120
158137,22887,3,AY,1,100,-0.641,-0.636,-0.634
158137,22888,3,AZ,1,100,0.768,0.765,0.770
158137,22889,3,GX,1,100,-0.763,-0.702,-0.397
158137,22890,3,GY,1,100,-0.977,-0.885,-0.549
158137,22891,3,GZ,1,100,-0.824,-0.641,-0.336
158137,22892,3,MX,1,100,26,27,26
158137,22893,3,MY,1,100,-17,-15,-16
158137,22894,3,MZ,1,100,-17,-16,-16
157989,22895,1,SA,1,100,0.000025
157989,22896,1,SR,1,100,0.133333
158217,22897,2,PI,1,100,163275,163252
158217,22898,2,PR,1,100,133039,133016
158217,22899,2,PG,1,100,10748,10739
158189,22900,1,EA,1,100,0.040269
158189,22901,1,EL,1,100,14900.799805
158249,22902,1,T1,1,100,33.466
158217,22903,2,AX,1,100,0.122,0.125
158217,22904,2,AY,1,100,-0.641,-0.637
158217,22905,2,AZ,1,100,0.761,0.765
158217,22906,2,GX,1,100,-0.885,-0.336
158217,22907,2,GY,1,100,-0.244,-1.190
158217,22908,2,GZ,1,100,-0.549,-0.671
158217,22909,2,MX,1,100,27,28
158217,22910,2,MY,1,100,-14,-16
158217,22911,2,MZ,1,100,-16,-17
158339,22912,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS,MN
158322,22913,1,SF,1,100,96.8720
158337,22914,3,PI,1,100,163255,163251,163243
158337,22915,3,PR,1,100,133023,133044,133012
158337,22916,3,PG,1,100,10708,10721,10693
158322,22917,2,EA,1,100,0.040277,0.040282
158322,22918,2,EL,1,100,14894.400391,14890.200195
158337,22919,3,AX,1,100,0.127,0.120,0.133
158337,22920,3,AY,1,100,-0.637,-0.635,-0.636
158337,22921,3,AZ,1,100,0.766,0.766,0.768
158337,22922,3,GX,1,100,-0.305,-0.519,-0.671
158337,22923,3,GY,1,100,-0.793,-0.641,-1.129
158337,22924,3,GZ,1,100,-0.549,-0.519,-0.305
158337,22925,3,MX,1,100,26,26,27
158337,22926,3,MY,1,100,-15,-16,-15
158337,22927,3,MZ,1,100,-14,-16,-15
158417,22928,2,PI,1,100,163237,163249
158417,22929,2,PR,1,100,133021,133013
158417,22930,2,PG,1,100,10684,10683
158389,22931,1,EA,1,100,0.040289
158389,22932,1,EL,1,100,14883.799805
158382,22933,1,T1,1,100,33.450
158430,22934,2,AX,1,100,0.117,0.117
158430,22935,2,AY,1,100,-0.641,-0.635
158430,22936,2,AZ,1,100,0.764,0.764
158430,22937,2,GX,1,100,-0.488,-1.007
158430,22938,2,GY,1,100,0.031,0.183
158430,22939,2,GZ,1,100,0.061,-0.397
158430,22940,2,MX,1,100,27,28
158430,22941,2,MY,1,100,-16,-16
158430,22942,2,MZ,1,100,-17,-15
158540,22943,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS,MN
158537,22944,3,PI,1,100,163235,163232,163241
158537,22945,3,PR,1,100,133013,133006,133018
158537,22946,3,PG,1,100,10680,10664,10658
158522,22947,2,EA,1,100,0.040306,0.040315
158522,22948,2,EL,1,100,14869.200195,14862.000000
158515,22949,1,T1,1,100,33.407
158550,22950,3,AX,1,100,0.126,0.113,0.123
158550,22951,3,AY,1,100,-0.639,-0.637,-0.631
158550,22952,3,AZ,1,100,0.762,0.765,0.771
158550,22953,3,GX,1,100,-0.244,-0.275,-0.824
158550,22954,3,GY,1,100,-1.617,-0.122,-1.038
158550,22955,3,GZ,1,100,-0.549,-0.610,-1.068
158550,22956,3,MX,1,100,27,27,27
158550,22957,3,MY,1,100,-15,-15,-16
158550,22958,3,MZ,1,100,-16,-14,-16
158657,22959,1,BI,1,100,840
158657,22960,1,HR,1,100,55.81
158389,22961,1,SA,1,100,0.000026
158389,22962,1,SR,1,100,0.133333
158656,22963,1,SF,1,100,97.8336
158657,22964,3,PI,1,100,163245,163245,163253
158657,22965,3,PR,1,100,133021,133001,133013
158657,22966,3,PG,1,100,10662,10652,10643
158656,22967,2,EA,1,100,0.040320,0.040331
158656,22968,2,EL,1,100,14857.400391,14848.400391
158649,22969,1,T1,1,100,33.424
158630,22970,2,AX,1,100,0.137,0.117
158630,22971,2,AY,1,100,-0.636,-0.640
158630,22972,2,AZ,1,100,0.769,0.761
158630,22973,2,GX,1,100,-0.244,-1.221
158630,22974,2,GY,1,100,-2.808,0.244
158630,22975,2,GZ,1,100,-0.641,-0.244
158630,22976,2,MX,1,100,26,26
158630,22977,2,MY,1,100,-14,-16
158630,22978,2,MZ,1,100,-16,-16
158741,22979,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS,MN
158737,22980,2,PI,1,100,163256,163246
158737,22981,2,PR,1,100,133019,133004
158737,22982,2,PG,1,100,10657,10644
158722,22983,1,EA,1,100,0.040343
158722,22984,1,EL,1,100,14838.200195
158750,22985,3,AX,1,100,0.122,0.130,0.129
158750,22986,3,AY,1,100,-0.638,-0.639,-0.634
158750,22987,3,AZ,1,100,0.758,0.771,0.769
158750,22988,3,GX,1,100,-1.343,-0.641,-0.824
158750,22989,3,GY,1,100,0.031,-1.099,0.519
158750,22990,3,GZ,1,100,-0.397,-0.031,0.427
158750,22991,3,MX,1,100,27,27,27
158750,22992,3,MY,1,100,-15,-15,-16
158750,22993,3,MZ,1,100,-16,-16,-17
158656,22994,1,SA,1,100,0.000012
158656,22995,1,SR,1,100,0.066667
158857,22996,3,PI,1,100,163243,163259,163249
158857,22997,3,PR,1,100,133012,133019,133003
158857,22998,3,PG,1,100,10632,10637,10645
158856,22999,2,EA,1,100,0.040350,0.040358
158856,23000,2,EL,1,100,14831.799805,14824.799805
158782,23001,1,T1,1,100,33.432
158830,23002,2,AX,1,100,0.116,0.117
158830,23003,2,AY,1,100,-0.640,-0.649
158830,23004,2,AZ,1,100,0.767,0.754
158830,23005,2,GX,1,100,-1.373,-1.404
158830,23006,2,GY,1,100,1.282,1.160
158830,23007,2,GZ,1,100,0.977,1.404
158830,23008,2,MX,1,100,27,27
158830,23009,2,MY,1,100,-16,-15
158830,23010,2,MZ,1,100,-16,-17
158942,23011,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS,MN
158937,23012,2,PI,1,100,163240,163232
158937,23013,2,PR,1,100,132991,133003
158937,23014,2,PG,1,100,10622,10623
158922,23015,1,EA,1,100,0.040372
158922,23016,1,EL,1,100,14813.599609
158915,23017,1,T1,1,100,33.471
158950,23018,3,AX,1,100,0.107,0.104,0.124
158950,23019,3,AY,1,100,-0.655,-0.641,-0.639
158950,23020,3,AZ,1,100,0.757,0.762,0.763
158950,23021,3,GX,1,100,0.000,-0.061,1.221
158950,23022,3,GY,1,100,1.221,1.617,-2.899
158950,23023,3,GZ,1,100,1.312,0.336,-0.275
158950,23024,3,MX,1,100,26,27,27
158950,23025,3,MY,1,100,-15,-14,-15
158950,23026,3,MZ,1,100,-16,-15,-16
159056,23027,1,SF,1,100,98.7841
159057,23028,3,PI,1,100,163243,163224,163232
159057,23029,3,PR,1,100,133008,132995,133002
159057,23030,3,PG,1,100,10609,10589,10576
159056,23031,2,EA,1,100,0.040389,0.040399
159056,23032,2,EL,1,100,14798.599609,14790.200195
159049,23033,1,T1,1,100,33.381
159030,23034,2,AX,1,100,0.114,0.110
159030,23035,2,AY,1,100,-0.631,-0.636
159030,23036,2,AZ,1,100,0.776,0.770
159030,23037,2,GX,1,100,0.854,0.183
159030,23038,2,GY,1,100,-0.946,-0.702
159030,23039,2,GZ,1,100,-0.580,-0.519
159030,23040,2,MX,1,100,27,28
159030,23041,2,MY,1,100,-16,-15
159030,23042,2,MZ,1,100,-17,-16
159143,23043,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS,MN
159137,23044,2,PI,1,100,163222,163224
159137,23045,2,PR,1,100,133012,133004
159137,23046,2,PG,1,100,10579,10556
159122,23047,1,EA,1,100,0.040408
159122,23048,1,EL,1,100,14782.400391
159150,23049,3,AX,1,100,0.112,0.122,0.135
159150,23050,3,AY,1,100,-0.641,-0.629,-0.631
159150,23051,3,AZ,1,100,0.763,0.771,0.774
159150,23052,3,GX,1,100,0.427,0.763,1.190
159150,23053,3,GY,1,100,-2.838,-3.510,-2.747
159150,23054,3,GZ,1,100,-1.404,-2.197,-2.197
159150,23055,3,MX,1,100,27,27,27
159150,23056,3,MY,1,100,-16,-14,-16
159150,23057,3,MZ,1,100,-17,-15,-15
158856,23058,1,SA,1,100,0.000059
158856,23059,1,SR,1,100,0.333333
159257,23060,3,PI,1,100,163226,163253,163230
159257,23061,3,PR,1,100,133013,133017,133000
159257,23062,3,PG,1,100,10536,10542,10541
159255,23063,2,EA,1,100,0.040417,0.040425
159255,23064,2,EL,1,100,14774.799805,14768.200195
159182,23065,1,T1,1,100,33.378
159230,23066,2,AX,1,100,0.130,0.124
159230,23067,2,AY,1,100,-0.631,-0.624
159230,23068,2,AZ,1,100,0.767,0.776
159230,23069,2,GX,1,100,0.061,-1.038
159230,23070,2,GY,1,100,-1.251,0.427
159230,23071,2,GZ,1,100,-0.916,-0.153
159230,23072,2,MX,1,100,26,27
159230,23073,2,MY,1,100,-15,-15
159230,23074,2,MZ,1,100,-17,-15
159344,23075,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS,MN
159322,23076,1,SF,1,100,99.7237
159337,23077,2,PI,1,100,163219,163228
159337,23078,2,PR,1,100,132994,133002
159337,23079,2,PG,1,100,10513,10526
159322,23080,1,EA,1,100,0.040437
159322,23081,1,EL,1,100,14758.400391
159315,23082,1,T1,1,100,33.447
159350,23083,3,AX,1,100,0.131,0.109,0.102
159350,23084,3,AY,1,100,-0.653,-0.628,-0.634
159350,23085,3,AZ,1,100,0.754,0.774,0.772
159350,23086,3,GX,1,100,-1.617,-1.770,-2.319
159350,23087,3,GY,1,100,0.427,0.946,1.617
159350,23088,3,GZ,1,100,0.793,1.862,0.580
159350,23089,3,MX,1,100,28,27,27
159350,23090,3,MY,1,100,-15,-16,-15
159350,23091,3,MZ,1,100,-16,-15,-17
159322,23092,1,SA,1,100,0.000014
159322,23093,1,SR,1,100,0.066667
159417,23094,2,PI,1,100,163241,163221
159417,23095,2,PR,1,100,132996,132979
159417,23096,2,PG,1,100,10523,10503
159456,23097,2,EA,1,100,0.040450,0.040456
159456,23098,2,EL,1,100,14746.799805,14742.000000
159449,23099,1,T1,1,100,33.406
159429,23100,2,AX,1,100,0.126,0.105
159429,23101,2,AY,1,100,-0.645,-0.643
159429,23102,2,AZ,1,100,0.753,0.765
159429,23103,2,GX,1,100,-0.305,-0.427
159429,23104,2,GY,1,100,-1.709,-0.305
159429,23105,2,GZ,1,100,-0.061,-0.031
159429,23106,2,MX,1,100,26,26
159429,23107,2,MY,1,100,-16,-15
159429,23108,2,MZ,1,100,-15,-17
159545,23109,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS,MN
159550,23110,3,PI,1,100,163236,163231,163231
159550,23111,3,PR,1,100,132988,133000,132982
159550,23112,3,PG,1,100,10514,10494,10501
159522,23113,1,EA,1,100,0.040465
159522,23114,1,EL,1,100,14734.599609
159563,23115,3,AX,1,100,0.106,0.140,0.117
159563,23116,3,AY,1,100,-0.640,-0.630,-0.634
159563,23117,3,AZ,1,100,0.767,0.775,0.768
159563,23118,3,GX,1,100,-1.282,0.183,-0.885
159563,23119,3,GY,1,100,0.610,-3.540,-0.549
159563,23120,3,GZ,1,100,-1.404,-1.312,-0.519
159563,23121,3,MX,1,100,27,27,26
159563,23122,3,MY,1,100,-15,-15,-15
159563,23123,3,MZ,1,100,-15,-15,-15
159522,23124,1,SA,1,100,0.000013
159522,23125,1,SR,1,100,0.066667
159655,23126,1,SF,1,100,102.7346
159670,23127,3,PI,1,100,163261,163243,163231
159670,23128,3,PR,1,100,132999,133007,132977
159670,23129,3,PG,1,100,10492,10504,10491
159655,23130,2,EA,1,100,0.040477,0.040484
159655,23131,2,EL,1,100,14724.000000,14717.799805
159582,23132,1,T1,1,100,33.353
159643,23133,2,AX,1,100,0.111,0.118
159643,23134,2,AY,1,100,-0.639,-0.651
159643,23135,2,AZ,1,100,0.765,0.755
159643,23136,2,GX,1,100,-2.075,-0.763
159643,23137,2,GY,1,100,1.678,-0.854
159643,23138,2,GZ,1,100,-0.519,-0.183
159643,23139,2,MX,1,100,28,27
159643,23140,2,MY,1,100,-15,-16
159643,23141,2,MZ,1,100,-17,-15
159746,23142,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS,MN
159750,23143,2,PI,1,100,163220,163214
159750,23144,2,PR,1,100,132977,132984
159750,23145,2,PG,1,100,10458,10451
159722,23146,1,EA,1,100,0.040492
159722,23147,1,EL,1,100,14711.599609
159715,23148,1,T1,1,100,33.401
159763,23149,3,AX,1,100,0.105,0.125,0.129
159763,23150,3,AY,1,100,-0.642,-0.642,-0.638
159763,23151,3,AZ,1,100,0.762,0.765,0.765
159763,23152,3,GX,1,100,-0.458,-0.092,0.610
159763,23153,3,GY,1,100,0.519,-1.465,-3.204
159763,23154,3,GZ,1,100,-0.641,-1.678,-0.793
159763,23155,3,MX,1,100,26,26,27
159763,23156,3,MY,1,100,-16,-15,-16
159763,23157,3,MZ,1,100,-15,-15,-15
159870,23158,3,PI,1,100,163203,163176,163175
159870,23159,3,PR,1,100,132976,132963,132981
159870,23160,3,PG,1,100,10455,10426,10423
159855,23161,2,EA,1,100,0.040504,0.040515
159855,23162,2,EL,1,100,14701.000000,14692.400391
159849,23163,1,T1,1,100,33.422
159843,23164,2,AX,1,100,0.112,0.120
159843,23165,2,AY,1,100,-0.641,-0.631
159843,23166,2,AZ,1,100,0.765,0.771
159843,23167,2,GX,1,100,-0.397,-0.244
159843,23168,2,GY,1,100,-0.702,-1.099
159843,23169,2,GZ,1,100,-0.671,-0.732
159843,23170,2,MX,1,100,28,27
159843,23171,2,MY,1,100,-17,-15
159843,23172,2,MZ,1,100,-17,-15
159947,23173,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS,MN
159722,23174,1,SA,1,100,0.000023
159722,23175,1,SR,1,100,0.133333
159950,23176,2,PI,1,100,163203,163179
159950,23177,2,PR,1,100,132978,132962
159950,23178,2,PG,1,100,10414,10398
159922,23179,1,EA,1,100,0.040524
159922,23180,1,EL,1,100,14684.200195
159963,23181,3,AX,1,100,0.127,0.118,0.122
159963,23182,3,AY,1,100,-0.633,-0.628,-0.641
159963,23183,3,AZ,1,100,0.768,0.772,0.767
159963,23184,3,GX,1,100,0.275,-0.336,-0.854
159963,23185,3,GY,1,100,-2.472,-0.671,-0.183
159963,23186,3,GZ,1,100,-0.580,-0.488,-0.610
159963,23187,3,MX,1,100,27,28,27
159963,23188,3,MY,1,100,-15,-16,-15
159963,23189,3,MZ,1,100,-16,-17,-17
160055,23190,1,SF,1,100,103.6284
160070,23191,3,PI,1,100,163183,163174,163155
160070,23192,3,PR,1,100,132958,132968,132945
160070,23193,3,PG,1,100,10386,10391,10374
160055,23194,2,EA,1,100,0.040536,0.040547
160055,23195,2,EL,1,100,14674.200195,14665.000000
159982,23196,1,T1,1,100,33.431
160043,23197,2,AX,1,100,0.117,0.115
160043,23198,2,AY,1,100,-0.640,-0.643
160043,23199,2,AZ,1,100,0.764,0.760
160043,23200,2,GX,1,100,-0.824,-0.916
160043,23201,2,GY,1,100,-1.099,-0.946
160043,23202,2,GZ,1,100,-0.183,-0.793
160043,23203,2,MX,1,100,25,28
160043,23204,2,MY,1,100,-16,-16
160043,23205,2,MZ,1,100,-15,-15
160151,23206,4,EM,1,100,RS,RB,2025-10-02_16-33-41-332668.csv,PS,MN
160150,23207,2,PI,1,100,163164,163192
160150,23208,2,PR,1,100,132964,132956
160150,23209,2,PG,1,100,10370,10374
160122,23210,1,EA,1,100,0.040560
160122,23211,1,EL,1,100,14654.400391
160115,23212,1,T1,1,100,33.470
160163,23213,3,AX,1,100,0.121,0.125,0.123
160163,23214,3,AY,1,100,-0.637,-0.636,-0.634
160163,23215,3,AZ,1,100,0.766,0.767,0.769
160163,23216,3,GX,1,100,-0.366,0.031,-0.214
160163,23217,3,GY,1,100,-1.678,-2.167,-1.709
160163,23218,3,GZ,1,100,-1.099,-1.221,-1.068
160163,23219,3,MX,1,100,27,27,27
160163,23220,3,MY,1,100,-15,-15,-15
160163,23221,3,MZ,1,100,-16,-15,-15
160270,23222,1,BI,1,100,1600
160270,23223,1,HR,1,100,51.74
159989,23224,1,SA,1,100,0.000039
159989,23225,1,SR,1,100,0.200000
160270,23226,3,PI,1,100,163188,163172,163177
160270,23227,3,PR,1,100,132958,132944,132954
160270,23228,3,PG,1,100,10388,10358,10373
160255,23229,2,EA,1,100,0.040575,0.040578
160255,23230,2,EL,1,100,14641.599609,14639.000000
160249,23231,1,T1,1,100,33.452
160243,23232,2,AX,1,100,0.125,0.125
160243,23233,2,AY,1,100,-0.638,-0.634
160243,23234,2,AZ,1,100,0.762,0.769
160243,23235,2,GX,1,100,-0.427,-0.488
160243,23236,2,GY,1,100,-1.465,-1.587
160243,23237,2,GZ,1,100,-1.038,-0.885
160243,23238,2,MX,1,100,27,27
160243,23239,2,MY,1,100,-15,-16
